symbol,locus_overlap,gene_coordinates,start,end,length,effective_length,logFC,pvalue,gen.fdr
AT1G01950,AT1G01960,Chr1:325379-330619,325379,330619,5241,3058,-0.156316816206079,0.243397574687722,0.398691125136197
AT1G01960,AT1G01950,Chr1:330588-337582,330588,337582,6995,5495,0.024099354048658,0.832386072182198,0.902106277891279
AT1G01970,-,Chr1:338291-340077,338291,340077,1787,1649,0.212260634092258,0.158941331094294,0.293718098550447
AT1G01990,-,Chr1:343166-344341,343166,344341,1176,1176,0.442111109194146,0.000289251811910529,0.00187459065123136
AT1G02000,-,Chr1:345812-347592,345812,347592,1781,1781,0.497360996886382,0.00608978753698991,0.023591383237852
AT1G02010,-,Chr1:347891-352480,347891,352480,4590,2460,-0.402631927611745,0.0301481593473886,0.084304666435942
AT1G02020,-,Chr1:352637-354969,352637,354969,2333,2333,0.116691446119774,0.498345120101838,0.652698908921083
AT1G02050,-,Chr1:359117-360518,359117,360518,1402,1312,-0.334563529047128,0.0316817784127749,0.0877326197231656
AT1G02060,-,Chr1:360918-363094,360918,363094,2177,2177,-0.063024037157722,0.675724626409805,0.793355780479541
AT1G02065,-,Chr1:365209-367340,365209,367340,2132,2006,-1.65347137261275,3.55196321236708e-05,0.000303792240489362
AT1G02080,-,Chr1:373335-386847,373335,386847,13513,7566,-0.225936840897217,0.0281350022383604,0.0797581934421648
AT1G02090,-,Chr1:387277-389647,387277,389647,2371,1659,0.099287533103357,0.465054900722875,0.623921733206366
AT1G02100,-,Chr1:389812-392816,389812,392816,3005,1435,0.0422237602904819,0.692133117655556,0.805609823216941
AT1G02110,-,Chr1:392831-395528,392831,395528,2698,2314,0.112755783469748,0.306966080593951,0.469028586674719
AT1G02120,-,Chr1:395761-399897,395761,399897,4137,1974,-0.0725270740248295,0.468969462563272,0.62729126895069
AT1G02130,-,Chr1:400035-401882,400035,401882,1848,1021,0.0192017093870967,0.88442649362554,0.9335623745727
AT1G02140,-,Chr1:403190-404456,403190,404456,1267,785,0.27193806634268,0.0151009963844469,0.0490510279898428
AT1G02145,-,Chr1:404600-408619,404600,408619,4020,1724,-0.336657419781424,0.00766305266571751,0.0285775119144178
AT1G02150,-,Chr1:408622-410611,408622,410611,1990,1910,-0.0058680532882166,0.955827726461152,0.975984902125208
AT1G02160,-,Chr1:410748-411597,410748,411597,850,567,0.0741412957426151,0.64244811140239,0.767775073502985
AT1G02170,AT1G02180,Chr1:411779-413554,411779,413554,1776,1336,0.237703888260997,0.052329572544357,0.12925022021355
AT1G02180,AT1G02170,Chr1:413522-414645,413522,414645,1124,918,-0.0174939155854503,0.948424429556581,0.971665277017928
AT1G02205,-,Chr1:418748-422438,418748,422438,3691,2392,-2.44508908850288,1.52077872780523e-09,3.40066245800314e-08
AT1G02220,-,Chr1:428814-430647,428814,430647,1834,1353,0.594643010553495,0.228029260253347,0.380509268113715
AT1G02260,-,Chr1:440441-442877,440441,442877,2437,2146,-0.046556773043103,0.769519346884847,0.859194833352361
AT1G02270,-,Chr1:443149-446235,443149,446235,3087,1645,0.593200202248771,0.0132314909919125,0.0440782194226409
AT1G02280,-,Chr1:448463-450426,448463,450426,1964,1174,0.08547828111335,0.387443641718666,0.550589945958507
AT1G02290,-,Chr1:450527-452737,450527,452737,2211,1695,-0.435555398767002,0.054671184046449,0.133811548642304
AT1G02300,-,Chr1:453288-455463,453288,455463,2176,1227,-0.281321564361546,0.101995875923449,0.212494807720767
AT1G02305,AT1G02310,Chr1:455688-458164,455688,458164,2477,1407,-0.0870587182662048,0.408509499481163,0.571062034747548
AT1G02330,-,Chr1:462075-463612,462075,463612,1538,1058,-0.572441239674869,0.00027727056608498,0.00180894857814017
AT1G02335,-,Chr1:463855-464924,463855,464924,1070,832,-0.812151524009776,0.00508745705598459,0.0205085195449507
AT1G02340,-,Chr1:465718-467844,465718,467844,2127,1253,-2.93975014647421,1.01892406828964e-147,2.23857617803234e-144
AT1G02350,-,Chr1:469818-470693,469818,470693,876,423,-2.11985520658946,1.46700453654749e-12,5.28362125704071e-11
AT1G02360,-,Chr1:471990-473160,471990,473160,1171,1011,0.197731198596955,0.454318083091869,0.614663584668055
AT1G02370,-,Chr1:474500-476511,474500,476511,2012,1758,-1.30068412439099,8.47461931859718e-06,8.74632467079648e-05
AT1G02380,-,Chr1:477000-478971,477000,478971,1972,1121,-0.146985269236714,0.66581549501278,0.786503141137454
AT1G02400,-,Chr1:486801-489577,486801,489577,2777,1339,-0.0153082193299809,0.95588595031228,0.975987653229269
AT1G02410,-,Chr1:490925-492926,490925,492926,2002,1176,0.292152658274459,0.0618892486840105,0.146599115211613
AT1G02420,AT1G02430,Chr1:493683-495158,493683,495158,1476,1476,-0.102612692342966,0.701575449961735,0.811945220478846
AT1G02430,AT1G02420,Chr1:495050-496062,495050,496062,1013,698,-0.236469772875908,0.51958142522779,0.669700010740489
AT1G02470,-,Chr1:511765-513624,511765,513624,1860,868,-0.118125075868583,0.785665970684499,0.870288340628396
AT1G02475,-,Chr1:513843-515404,513843,515404,1562,929,0.402657741630489,0.000657889963615956,0.00376279661585228
AT1G02500,-,Chr1:518251-520437,518251,520437,2187,1533,0.0249317161920543,0.82651839433517,0.89816293426703
AT1G02520,-,Chr1:523651-528745,523651,528745,5095,3871,-0.729930842203032,0.0049160268791981,0.0199476165618987
AT1G02560,-,Chr1:537860-540109,537860,540109,2250,1341,0.478103005802584,4.1012161504594e-06,4.64153091181419e-05
AT1G02610,-,Chr1:553050-555994,553050,555994,2945,937,0.127321202762921,0.526184535575453,0.675573296627581
AT1G02620,-,Chr1:557092-557986,557092,557986,895,687,0.232807009300359,0.501155628373717,0.655477848213756
AT1G02640,-,Chr1:564205-567769,564205,567769,3565,2584,-0.862089614276771,1.49331615207023e-13,6.14672709339259e-12
AT1G02660,-,Chr1:571955-574981,571955,574981,3027,2609,0.348529679773885,0.120125250788828,0.239487455520013
AT1G02680,-,Chr1:580625-582310,580625,582310,1686,907,0.0951631181951453,0.58503153304225,0.721782551224946
AT1G02690,-,Chr1:584260-587219,584260,587219,2960,1940,-0.603416211249553,0.00553897379061676,0.0219112060520103
AT1G02700,-,Chr1:588329-589480,588329,589480,1152,1030,-1.17737254770981,8.01916783995977e-05,0.000619953128178257
AT1G02710,-,Chr1:589706-589996,589706,589996,291,291,-0.445057943777242,0.282523908101396,0.442412705701188
AT1G02720,-,Chr1:591826-594236,591826,594236,2411,1835,-0.0919461629287726,0.643264956363705,0.768576562818992
AT1G02730,-,Chr1:594573-598657,594573,598657,4085,3854,-1.1511121656529,1.61975054608385e-06,2.02362701252706e-05
AT1G02740,-,Chr1:599416-602038,599416,602038,2623,1319,-0.331998843949806,0.106602619057552,0.219422371771347
AT1G02750,-,Chr1:602497-604292,602497,604292,1796,1000,0.203861853339534,0.13592227756906,0.262697377452584
AT1G02780,-,Chr1:607808-609465,607808,609465,1658,1031,-0.201697942591441,0.0425625721607973,0.110352081180445
AT1G02810,-,Chr1:618265-620480,618265,620480,2216,1906,-1.66939559728003,3.27540308192925e-07,4.68036459902345e-06
AT1G02816,-,Chr1:621461-622469,621461,622469,1009,1009,0.610085392016814,9.93166714053068e-06,0.000100436698309532
AT1G02820,-,Chr1:623765-624475,623765,624475,711,615,1.62160960427133,6.29040898715595e-09,1.25373111826005e-07
AT1G02840,-,Chr1:626741-629819,626741,629819,3079,1594,-0.149415354783644,0.145608458743551,0.276241564712129
AT1G02850,-,Chr1:630505-633259,630505,633259,2755,1804,0.0879880452743975,0.434308101216398,0.595521858868732
AT1G02860,AT1G02870,Chr1:635144-637262,635144,637262,2119,1517,-0.00353689410845209,0.977434606493869,0.988798816837588
AT1G02870,AT1G02860,Chr1:637214-638677,637214,638677,1464,843,-0.241735593080983,0.171947247100325,0.311240454689527
AT1G02880,-,Chr1:642752-644903,642752,644903,2152,1682,0.353482145715204,0.0390098161535361,0.103414257724668
AT1G02890,-,Chr1:645092-651907,645092,651907,6816,4131,-0.127002805022822,0.25643864321504,0.413653229914422
AT1G02900,-,Chr1:653765-654343,653765,654343,579,579,0.0904181460120892,0.599017754783962,0.732781565588309
AT1G02910,-,Chr1:655577-658148,655577,658148,2572,1557,0.194299962825181,0.06720485609864,0.155932685943728
AT1G02920,-,Chr1:658657-659771,658657,659771,1115,925,3.25535173489177,0.01448643423559,0.0474317377281539
AT1G02930,-,Chr1:661177-662456,661177,662456,1280,1078,3.86284294064327,0.00207571070950965,0.00991646953801078
AT1G02950,AT1G02952,Chr1:665152-666452,665152,666452,1301,930,-0.168705481319062,0.582726635750392,0.719503842538866
AT1G02952,AT1G02950,Chr1:665354-666367,665354,666367,1014,422,-0.0455370811885623,0.883064878795727,0.933017632083781
AT1G02960,-,Chr1:666872-669837,666872,669837,2966,1701,-0.214859328090861,0.129750900893635,0.253622260671218
AT1G02990,-,Chr1:681396-687315,681396,687315,5920,4434,-0.230011249280761,0.136697458561097,0.263934365777199
AT1G03000,-,Chr1:687890-692560,687890,692560,4671,3100,-0.179421303316627,0.167926275281089,0.305915445101619
AT1G03020,-,Chr1:698207-698515,698207,698515,309,309,-0.161384295266266,0.664199097495945,0.785437888554714
AT1G03030,-,Chr1:701478-703864,701478,703864,2387,1345,-0.326745839527412,0.060869234823162,0.145062735085003
AT1G03040,-,Chr1:703906-706631,703906,706631,2726,1456,0.0773162544529414,0.548982585572349,0.693381591714472
AT1G03055,AT1G03050,Chr1:710018-711803,710018,711803,1786,1072,0.853566396014039,0.00211783668851384,0.0100793657290331
AT1G03060,-,Chr1:712473-726891,712473,726891,14419,11304,-0.306058713810991,0.00871768336396112,0.0315401405526926
AT1G03080,-,Chr1:731611-738056,731611,738056,6446,5736,-0.463798647250617,0.00498478087308018,0.0201732693127463
AT1G03090,AT1G03100,Chr1:739679-744184,739679,744184,4506,2606,-0.178147039112064,0.130075724908259,0.254051665850378
AT1G03100,AT1G03090,Chr1:743885-746479,743885,746479,2595,2595,-0.102340715314055,0.479796281156824,0.636829741550547
AT1G03106,-,Chr1:748102-749034,748102,749034,933,933,-5.10428457567418,6.78063795310241e-54,3.61140886859782e-51
AT1G03110,-,Chr1:749246-751963,749246,751963,2718,1564,-0.822073759876254,0.001582561540409,0.00790201750972402
AT1G03130,-,Chr1:753307-754198,753307,754198,892,892,0.734701602963608,0.00693632385414802,0.0263367526594309
AT1G03140,-,Chr1:754371-756303,754371,756303,1933,1443,-0.156603840595617,0.156354965504592,0.290255564324654
AT1G03150,-,Chr1:756414-758612,756414,758612,2199,743,0.0730077396587286,0.701460173608928,0.811945220478846
AT1G03160,-,Chr1:761282-766158,761282,766158,4877,2948,0.0345171183445269,0.803611266982198,0.882822277815231
AT1G03190,-,Chr1:775527-780062,775527,780062,4536,2771,-0.381755103953434,0.0373266960523893,0.0999560395468756
AT1G03200,-,Chr1:780602-781285,780602,781285,684,440,-0.412194507971016,0.247738147916871,0.403507152978123
AT1G03210,-,Chr1:782948-784240,782948,784240,1293,861,-0.303714707948434,0.0312419095109575,0.0867331861577301
AT1G03220,-,Chr1:787122-788651,787122,788651,1530,1530,0.65064822237363,2.68920330761281e-05,0.00023895569936604
AT1G03230,-,Chr1:790091-791592,790091,791592,1502,1502,0.458640618026719,0.00307223276481043,0.0136841264760031
AT1G03250,-,Chr1:793353-795376,793353,795376,2024,1196,-0.0453470724986271,0.771230487760696,0.860152741473571
AT1G03260,-,Chr1:795532-798463,795532,798463,2932,1332,-0.0788390960660357,0.678475327912977,0.795469439223433
AT1G03280,-,Chr1:803035-807066,803035,807066,4032,1901,-0.287306476945447,0.0162459246345428,0.0518594935300989
AT1G03290,-,Chr1:807361-810868,807361,810868,3508,2194,-0.257412320240665,0.0577532008806894,0.139509381346756
AT1G03300,-,Chr1:811033-813086,811033,813086,2054,2013,-0.108404449094852,0.638527836469581,0.764754020701148
AT1G03310,-,Chr1:813471-816749,813471,816749,3279,2955,-0.473894266769082,0.00532297905137209,0.0212387468347142
AT1G03330,-,Chr1:817983-819563,817983,819563,1581,726,0.366737520592177,0.0257964489554588,0.0745843702650344
AT1G03350,-,Chr1:822638-824393,822638,824393,1756,1756,-0.146922795082018,0.22661743015382,0.378902963506806
AT1G03360,-,Chr1:824537-826358,824537,826358,1822,1264,-0.263230807867757,0.337317445555942,0.500480451046027
AT1G03365,-,Chr1:826569-830383,826569,830383,3815,2836,-0.36585942225407,0.0265127085368501,0.0760795698357023
AT1G03370,-,Chr1:830627-835361,830627,835361,4735,3769,0.370841216274488,0.0033627965287296,0.0147116082942228
AT1G03380,-,Chr1:835785-840940,835785,840940,5156,3732,-0.111832636390203,0.302576625133855,0.464499073716111
AT1G03400,-,Chr1:842747-844190,842747,844190,1444,1236,0.66079914414329,4.64601774363209e-07,6.45011120553535e-06
AT1G03410,-,Chr1:844436-847683,844436,847683,3248,2652,0.0950281475275671,0.468119138348561,0.626620526532769
AT1G03430,-,Chr1:847873-849500,847873,849500,1628,1025,-0.415587266852255,0.04240512919614,0.110057966738239
AT1G03440,-,Chr1:852366-854032,852366,854032,1667,1667,0.532978295816465,0.000153096444971601,0.0010863234222127
AT1G03457,-,Chr1:860788-864125,860788,864125,3338,1744,0.191558982191855,0.201058496882912,0.348192348134207
AT1G03470,-,Chr1:865915-867733,865915,867733,1819,1247,-0.86584989038164,6.67487119200651e-06,7.0758465663876e-05
AT1G03475,-,Chr1:869051-871211,869051,871211,2161,1448,0.439731359060679,4.29647400178141e-05,0.000359937211893756
AT1G03495,-,Chr1:873184-874935,873184,874935,1752,1752,-0.0633292970496073,0.761503729655356,0.853895851081841
AT1G03502,-,Chr1:875358-875471,875358,875471,114,114,0.393413635738034,0.324433804881419,0.487932449042739
AT1G03506,-,Chr1:875518-875604,875518,875604,87,87,0.639033723801191,0.0619172505783871,0.146645680658366
AT1G03520,-,Chr1:877862-880158,877862,880158,2297,2035,0.00794933502163181,0.966623262448873,0.982616029130711
AT1G03530,-,Chr1:880496-883391,880496,883391,2896,2601,-0.28464649370247,0.148680536475036,0.280597993029661
AT1G03545,AT1G03550,Chr1:885941-887906,885941,887906,1966,1223,-0.934643873751418,1.46739867391787e-09,3.29386961593619e-08
AT1G03550,AT1G03545,Chr1:885623-887956,885623,887956,2334,1258,-0.951489247079708,6.81720406372e-11,1.89887763270907e-09
AT1G03560,-,Chr1:890156-892410,890156,892410,2255,2255,-0.196683860473801,0.304116609978324,0.465767997296882
AT1G03580,-,Chr1:892847-894052,892847,894052,1206,1206,0.17872333622139,0.382083931813877,0.545976193948025
AT1G03590,-,Chr1:894254-897518,894254,897518,3265,2003,0.352149701372908,0.0103903855047853,0.036342570275046
AT1G03600,-,Chr1:898876-899655,898876,899655,780,780,0.19390037787831,0.0789548584522202,0.17572630013375
AT1G03610,-,Chr1:900887-903003,900887,903003,2117,1675,0.0187308497103933,0.856864506103012,0.917835193575338
AT1G03620,-,Chr1:904319-906186,904319,906186,1868,860,-1.04037784026261,0.000205796180184505,0.00140796950678196
AT1G03630,-,Chr1:907642-909376,907642,909376,1735,1394,0.415245867354257,0.00159193070106275,0.00794203065622447
AT1G03650,-,Chr1:910023-911193,910023,911193,1171,793,0.51395438575457,0.0278509770716361,0.0791329380039975
AT1G03660,-,Chr1:911436-911759,911436,911759,324,324,0.370801868621646,0.50068761692852,0.655109473322093
AT1G03680,-,Chr1:916819-918064,916819,918064,1246,910,0.409755384894534,0.00010279056071226,0.000768132183281756
AT1G03687,-,Chr1:918299-920507,918299,920507,2209,1447,-0.177649543622457,0.328037837765624,0.491274116953698
AT1G03730,-,Chr1:930828-931895,930828,931895,1068,1068,0.124459763179327,0.608320629084078,0.740432366813141
AT1G03740,-,Chr1:933512-937043,933512,937043,3532,3099,0.143055443665213,0.325953548431696,0.489236513000469
AT1G03750,AT1G03760,Chr1:937920-941162,937920,941162,3243,2683,-0.164222904433706,0.424637258620437,0.586368501114561
AT1G03760,AT1G03750,Chr1:941062-943377,941062,943377,2316,1382,-0.0335163500284953,0.835246506119479,0.90354908569683
AT1G03770,-,Chr1:944572-947483,944572,947483,2912,1659,-1.24288915270792,0.000512546598757447,0.00305477077645334
AT1G03790,-,Chr1:954525-956097,954525,956097,1573,1573,-2.82049061469397,5.22101685474509e-15,2.68607333472173e-13
AT1G03800,-,Chr1:957261-957998,957261,957998,738,738,-1.1065704458119,0.00843204256550765,0.0307791443678842
AT1G03820,-,Chr1:959869-960728,959869,960728,860,860,-2.14135277678167,0.0210805410567359,0.0635090143320517
AT1G03850,-,Chr1:976097-977761,976097,977761,1665,1065,0.136442820208307,0.461734405116847,0.621444513694288
AT1G03860,-,Chr1:979308-981885,979308,981885,2578,1572,0.109044235262192,0.320765365571659,0.484017083866378
AT1G03870,-,Chr1:982506-983540,982506,983540,1035,1035,0.216200974867706,0.077069606021293,0.172579359845872
AT1G03880,-,Chr1:985751-988146,985751,988146,2396,1633,-10.1982213467583,1.52028984550385e-32,3.34007679057196e-30
AT1G03900,-,Chr1:991139-993118,991139,993118,1980,1198,0.152919285013017,0.123658623938973,0.24472739267553
AT1G03905,-,Chr1:993400-995784,993400,995784,2385,1141,-0.558346752767891,0.10889907464386,0.223104107231669
AT1G03910,-,Chr1:996115-1000437,996115,1000437,4323,2466,-0.392879706751223,0.000234989051004697,0.00157651492778563
AT1G03930,-,Chr1:1004769-1008370,1004769,1008370,3602,2338,0.102451855393453,0.439360941414355,0.600436039677996
AT1G03935,-,Chr1:1008810-1008896,1008810,1008896,87,87,0.772761782210443,0.00366711335875986,0.0157317999496127
AT1G03940,-,Chr1:1009542-1011056,1009542,1011056,1515,1515,-0.176850682300669,0.443678390729785,0.604503208950907
AT1G03950,-,Chr1:1011172-1013365,1011172,1013365,2194,1002,-0.157513186183177,0.41208346079864,0.574504553581098
AT1G03960,-,Chr1:1013715-1017929,1013715,1017929,4215,2483,-0.610722614213774,0.0121356377271901,0.0411450556892541
AT1G03970,AT1G03980,Chr1:1018100-1019247,1018100,1019247,1148,1148,-0.0775938270906185,0.559883168793227,0.702516096290004
AT1G03980,AT1G03970,Chr1:1018570-1022108,1018570,1022108,3539,2337,-0.271264080716016,0.0832183802457704,0.183059605907342
AT1G04000,-,Chr1:1028106-1029119,1028106,1029119,1014,1014,-0.291518677459061,0.305344718277405,0.467282435214948
AT1G04010,-,Chr1:1031200-1036237,1031200,1036237,5038,2399,-0.383862854407548,0.0960990818155896,0.203601692502429
AT1G04030,AT1G04040,Chr1:1040383-1042892,1040383,1042892,2510,1846,0.109081647068173,0.382286296711611,0.546043393011238
AT1G04040,AT1G04030,Chr1:1042362-1043864,1042362,1043864,1503,1063,0.222974101022358,0.0377354935203328,0.100811526693018
AT1G04070,-,Chr1:1050553-1051186,1050553,1051186,634,634,0.345046045763228,0.168329508786962,0.306541291248602
AT1G04080,-,Chr1:1051312-1056827,1051312,1056827,5516,3025,-0.250937366362862,0.0223457511366924,0.0665542056873026
AT1G04100,-,Chr1:1059506-1061191,1059506,1061191,1686,1254,0.571492424009896,0.122409551885723,0.242911853217056
AT1G04120,-,Chr1:1064450-1071047,1064450,1071047,6598,5401,-0.0705454750886241,0.531701712893168,0.680170599697026
AT1G04130,AT1G04140,Chr1:1073427-1075568,1073427,1075568,2142,1315,0.0642868994542179,0.762328032130942,0.854293860162131
AT1G04140,AT1G04130,Chr1:1075543-1080630,1075543,1080630,5088,3140,-0.0895358201419471,0.38307886541388,0.546686760191162
AT1G04170,-,Chr1:1096946-1099898,1096946,1099898,2953,1793,0.0186498107905163,0.859341158964005,0.91961642778564
AT1G04180,-,Chr1:1104623-1105988,1104623,1105988,1366,1266,-2.14702513871387,0.00278517424408365,0.0126198047213236
AT1G04190,-,Chr1:1106428-1108715,1106428,1108715,2288,1334,-0.478528283580721,0.00211968202015242,0.0100854172133727
