symbol,locus_overlap,gene_coordinates,start,end,length,effective_length,logFC,pvalue,gen.fdr
AT1G01790,-,Chr1:284610-291094,284610,291094,6485,3892,0.0683961574764699,0.944584828646343,0.999973661231753
AT1G01800,-,Chr1:293342-295040,293342,295040,1699,1098,0.357162632208608,0.701004556768519,0.999973661231753
AT1G01820,-,Chr1:296001-298120,296001,298120,2120,1048,0.191486136223198,0.833177583087037,0.999973661231753
AT1G01830,-,Chr1:298535-302315,298535,302315,3781,2522,-0.364549160746236,0.692369737862449,0.999973661231753
AT1G01840,AT1G01860,Chr1:303537-304358,303537,304358,822,822,0.245784906073882,0.760861714080809,0.999973661231753
AT1G01860,AT1G01840,Chr1:304133-306287,304133,306287,2155,1350,0.139372465961684,0.873254070800092,0.999973661231753
AT1G01900,AT1G01910,Chr1:310316-313130,310316,313130,2815,2460,-1.23783183240948,0.141741582644195,0.999973661231753
AT1G01910,AT1G01900,Chr1:313101-315902,313101,315902,2802,1635,1.11995041813001,0.235001896087891,0.999973661231753
AT1G01920,-,Chr1:316128-319650,316128,319650,3523,1946,-0.368333392114669,0.680078751846773,0.999973661231753
AT1G01930,-,Chr1:319836-322860,319836,322860,3025,1999,-0.184812704004103,0.825790734617877,0.999973661231753
AT1G01940,-,Chr1:323027-324917,323027,324917,1891,736,0.101604350092616,0.906060332146448,0.999973661231753
AT1G01950,AT1G01960,Chr1:325379-330619,325379,330619,5241,3058,-0.138870197769165,0.875425333767054,0.999973661231753
AT1G01960,AT1G01950,Chr1:330588-337582,330588,337582,6995,5495,-0.249609030392892,0.797648805417675,0.999973661231753
AT1G01970,-,Chr1:338291-340077,338291,340077,1787,1649,0.412456267936769,0.642689814231754,0.999973661231753
AT1G01990,-,Chr1:343166-344341,343166,344341,1176,1176,0.304664023549409,0.736649887887181,0.999973661231753
AT1G02000,-,Chr1:345812-347592,345812,347592,1781,1781,-0.101272386217391,0.905128306438543,0.999973661231753
AT1G02010,-,Chr1:347891-352480,347891,352480,4590,2460,-0.0264817849213123,0.974467070618923,0.999973661231753
AT1G02020,-,Chr1:352637-354969,352637,354969,2333,2333,-0.284224064246696,0.747867222703901,0.999973661231753
AT1G02050,-,Chr1:359117-360518,359117,360518,1402,1312,-0.550345918042466,0.501917653056409,0.999973661231753
AT1G02060,-,Chr1:360918-363094,360918,363094,2177,2177,-0.371186738696448,0.660566025943604,0.999973661231753
AT1G02080,-,Chr1:373335-386847,373335,386847,13513,7566,-0.485647697808907,0.628252486645747,0.999973661231753
AT1G02090,-,Chr1:387277-389647,387277,389647,2371,1659,-0.0869778510308602,0.924446894828722,0.999973661231753
AT1G02100,-,Chr1:389812-392816,389812,392816,3005,1435,-0.00983912765323336,0.991385713723225,0.999973661231753
AT1G02110,-,Chr1:392831-395528,392831,395528,2698,2314,-0.0434461439451319,0.962497188494421,0.999973661231753
AT1G02120,-,Chr1:395761-399897,395761,399897,4137,1974,-0.140725218276145,0.882883781629325,0.999973661231753
AT1G02130,-,Chr1:400035-401882,400035,401882,1848,1021,0.170892162228755,0.852101445392125,0.999973661231753
AT1G02140,-,Chr1:403190-404456,403190,404456,1267,785,0.475389733686943,0.625424760938315,0.999973661231753
AT1G02145,-,Chr1:404600-408619,404600,408619,4020,1724,-0.0434873785750975,0.960530434366505,0.999973661231753
AT1G02150,-,Chr1:408622-410611,408622,410611,1990,1910,0.1497020169273,0.877012352779988,0.999973661231753
AT1G02160,-,Chr1:410748-411597,410748,411597,850,567,0.179418349584667,0.832436603447089,0.999973661231753
AT1G02170,AT1G02180,Chr1:411779-413554,411779,413554,1776,1336,-0.155164180440262,0.862157655724033,0.999973661231753
AT1G02180,AT1G02170,Chr1:413522-414645,413522,414645,1124,918,-0.127455890324194,0.867638408226116,0.999973661231753
AT1G02205,-,Chr1:418748-422438,418748,422438,3691,2392,-0.90368834671093,0.372566683764406,0.999973661231753
AT1G02220,-,Chr1:428814-430647,428814,430647,1834,1353,-0.0212503468050685,0.980112085147068,0.999973661231753
AT1G02260,-,Chr1:440441-442877,440441,442877,2437,2146,-0.371071151431696,0.664345199313459,0.999973661231753
AT1G02270,-,Chr1:443149-446235,443149,446235,3087,1645,0.279046246249858,0.747262028448527,0.999973661231753
AT1G02280,-,Chr1:448463-450426,448463,450426,1964,1174,0.455222700477165,0.627049861884901,0.999973661231753
AT1G02290,-,Chr1:450527-452737,450527,452737,2211,1695,-0.668995040490104,0.417557695460605,0.999973661231753
AT1G02300,-,Chr1:453288-455463,453288,455463,2176,1227,0.00906275260602741,0.991779716779873,0.999973661231753
AT1G02305,AT1G02310,Chr1:455688-458164,455688,458164,2477,1407,-0.0665549012515184,0.944801230932722,0.999973661231753
AT1G02330,-,Chr1:462075-463612,462075,463612,1538,1058,-0.207964674858865,0.8108558083955,0.999973661231753
AT1G02335,-,Chr1:463855-464924,463855,464924,1070,832,-0.603541812952325,0.453270435988673,0.999973661231753
AT1G02340,-,Chr1:465718-467844,465718,467844,2127,1253,-3.91726814879211,0.000413579343275549,0.298273422370326
AT1G02350,-,Chr1:469818-470693,469818,470693,876,423,-2.59576932945859,0.00151618496334224,0.719389865501592
AT1G02360,-,Chr1:471990-473160,471990,473160,1171,1011,0.274411485897616,0.768528478130947,0.999973661231753
AT1G02370,-,Chr1:474500-476511,474500,476511,2012,1758,-0.288453807374661,0.728020677452928,0.999973661231753
AT1G02380,-,Chr1:477000-478971,477000,478971,1972,1121,-0.10424932700929,0.896302486998901,0.999973661231753
AT1G02390,-,Chr1:480852-483292,480852,483292,2441,1791,0.504812868033855,0.556261697955718,0.999973661231753
AT1G02400,-,Chr1:486801-489577,486801,489577,2777,1339,-0.349998287499315,0.662914310926343,0.999973661231753
AT1G02410,-,Chr1:490925-492926,490925,492926,2002,1176,0.212958935760751,0.800404971394843,0.999973661231753
AT1G02420,AT1G02430,Chr1:493683-495158,493683,495158,1476,1476,0.243896333866513,0.754975522275185,0.999973661231753
AT1G02430,AT1G02420,Chr1:495050-496062,495050,496062,1013,698,0.188058240260354,0.787000478615004,0.999973661231753
AT1G02470,-,Chr1:511765-513624,511765,513624,1860,868,-0.189483293038013,0.804711678243169,0.999973661231753
AT1G02475,-,Chr1:513843-515404,513843,515404,1562,929,0.216968376065264,0.816597995347282,0.999973661231753
AT1G02500,-,Chr1:518251-520437,518251,520437,2187,1533,-0.168225244578825,0.867324176627858,0.999973661231753
AT1G02520,-,Chr1:523651-528745,523651,528745,5095,3871,-1.38529631813912,0.0997355507558467,0.999973661231753
AT1G02560,-,Chr1:537860-540109,537860,540109,2250,1341,0.348793241064923,0.723362127082489,0.999973661231753
AT1G02610,-,Chr1:553050-555994,553050,555994,2945,937,1.07182957436349,0.166971058833811,0.999973661231753
AT1G02640,-,Chr1:564205-567769,564205,567769,3565,2584,-0.495866173278133,0.562838752148112,0.999973661231753
AT1G02660,-,Chr1:571955-574981,571955,574981,3027,2609,-0.873755292208654,0.320413157577831,0.999973661231753
AT1G02670,-,Chr1:576046-580299,576046,580299,4254,2037,-1.34192029667378,0.112476283943724,0.999973661231753
AT1G02680,-,Chr1:580625-582310,580625,582310,1686,907,0.115358456518655,0.888542258496434,0.999973661231753
AT1G02690,-,Chr1:584260-587219,584260,587219,2960,1940,-0.0856030173777464,0.916570748627238,0.999973661231753
AT1G02700,-,Chr1:588329-589480,588329,589480,1152,1030,-0.420207660871373,0.629314153278565,0.999973661231753
AT1G02710,-,Chr1:589706-589996,589706,589996,291,291,0.217434549434043,0.778111769704655,0.999973661231753
AT1G02720,-,Chr1:591826-594236,591826,594236,2411,1835,-0.0168954025434314,0.983586916993366,0.999973661231753
AT1G02730,-,Chr1:594573-598657,594573,598657,4085,3854,-0.388520887048685,0.635165717406135,0.999973661231753
AT1G02740,-,Chr1:599416-602038,599416,602038,2623,1319,-0.103957932576912,0.899017628364233,0.999973661231753
AT1G02750,-,Chr1:602497-604292,602497,604292,1796,1000,0.409041670432774,0.616532806029084,0.999973661231753
AT1G02780,-,Chr1:607808-609465,607808,609465,1658,1031,0.189294060236052,0.850566341537743,0.999973661231753
AT1G02800,-,Chr1:613216-616191,613216,616191,2976,1764,-1.62832163109442,0.0531216947115357,0.999973661231753
AT1G02810,-,Chr1:618265-620480,618265,620480,2216,1906,-1.53817390855735,0.062671851590555,0.999973661231753
AT1G02816,-,Chr1:621461-622469,621461,622469,1009,1009,0.0825673044405713,0.925342877249609,0.999973661231753
AT1G02820,-,Chr1:623765-624475,623765,624475,711,615,2.43648845167123,0.0047243479694313,0.999973661231753
AT1G02840,-,Chr1:626741-629819,626741,629819,3079,1594,-0.188629294437359,0.84545308058887,0.999973661231753
AT1G02850,-,Chr1:630505-633259,630505,633259,2755,1804,-0.359737237225089,0.716551823074886,0.999973661231753
AT1G02860,AT1G02870,Chr1:635144-637262,635144,637262,2119,1517,0.466819141153524,0.583106095196089,0.999973661231753
AT1G02870,AT1G02860,Chr1:637214-638677,637214,638677,1464,843,0.0598182087951873,0.944722477023052,0.999973661231753
AT1G02880,-,Chr1:642752-644903,642752,644903,2152,1682,0.495580629654341,0.551877905688459,0.999973661231753
AT1G02890,-,Chr1:645092-651907,645092,651907,6816,4131,-0.24064542596953,0.804681389345122,0.999973661231753
AT1G02900,-,Chr1:653765-654343,653765,654343,579,579,0.439390011483351,0.617188399019389,0.999973661231753
AT1G02910,-,Chr1:655577-658148,655577,658148,2572,1557,0.327827393729279,0.721766874524155,0.999973661231753
AT1G02920,-,Chr1:658657-659771,658657,659771,1115,925,1.39931344883722,0.278253001846918,0.999973661231753
AT1G02930,-,Chr1:661177-662456,661177,662456,1280,1078,1.95453716856127,0.0666230096805987,0.999973661231753
AT1G02950,AT1G02952,Chr1:665152-666452,665152,666452,1301,930,-0.0502006394775966,0.94869659367538,0.999973661231753
AT1G02952,AT1G02950,Chr1:665354-666367,665354,666367,1014,422,-0.122514314751072,0.875430436476434,0.999973661231753
AT1G02960,-,Chr1:666872-669837,666872,669837,2966,1701,-0.4287309456456,0.612727871032489,0.999973661231753
AT1G02990,-,Chr1:681396-687315,681396,687315,5920,4434,-0.562945580076059,0.532753618300393,0.999973661231753
AT1G03000,-,Chr1:687890-692560,687890,692560,4671,3100,-0.152514938544663,0.865991710515242,0.999973661231753
AT1G03020,-,Chr1:698207-698515,698207,698515,309,309,0.178728512353869,0.826231171097482,0.999973661231753
AT1G03030,-,Chr1:701478-703864,701478,703864,2387,1345,-0.163587873692779,0.850430600208123,0.999973661231753
AT1G03040,-,Chr1:703906-706631,703906,706631,2726,1456,-0.044042370625557,0.961667854366954,0.999973661231753
AT1G03055,AT1G03050,Chr1:710018-711803,710018,711803,1786,1072,1.30794003972376,0.0900081420262239,0.999973661231753
AT1G03060,-,Chr1:712473-726891,712473,726891,14419,11304,-0.538968413744275,0.588736859848746,0.999973661231753
AT1G03070,-,Chr1:729901-731557,729901,731557,1657,1086,-0.959076691114891,0.275074508410171,0.999973661231753
AT1G03080,-,Chr1:731611-738056,731611,738056,6446,5736,-0.904150806125283,0.37247895339821,0.999973661231753
AT1G03090,AT1G03100,Chr1:739679-744184,739679,744184,4506,2606,-0.212690365247386,0.817219502782304,0.999973661231753
AT1G03100,AT1G03090,Chr1:743885-746479,743885,746479,2595,2595,-0.112888453372594,0.886877331976314,0.999973661231753
AT1G03106,-,Chr1:748102-749034,748102,749034,933,933,-3.78369195800063,0.000693966824680334,0.463415624036534
AT1G03110,-,Chr1:749246-751963,749246,751963,2718,1564,0.236244667162596,0.782152703942768,0.999973661231753
AT1G03120,-,Chr1:752271-753140,752271,753140,870,549,0.804960725270173,0.272831251608194,0.999973661231753
AT1G03130,-,Chr1:753307-754198,753307,754198,892,892,1.17217378226842,0.259919498107155,0.999973661231753
AT1G03140,-,Chr1:754371-756303,754371,756303,1933,1443,0.000285320972226339,0.99975053152878,0.999973661231753
AT1G03150,-,Chr1:756414-758612,756414,758612,2199,743,0.525505564196663,0.52872670425491,0.999973661231753
AT1G03160,-,Chr1:761282-766158,761282,766158,4877,2948,0.248680577941221,0.787667880130439,0.999973661231753
AT1G03180,-,Chr1:773411-775344,773411,775344,1934,1499,0.225999790810264,0.757650625196063,0.999973661231753
AT1G03190,-,Chr1:775527-780062,775527,780062,4536,2771,-0.33625425571248,0.689381761179737,0.999973661231753
AT1G03200,-,Chr1:780602-781285,780602,781285,684,440,-0.537620525514332,0.493487655596315,0.999973661231753
AT1G03210,-,Chr1:782948-784240,782948,784240,1293,861,-0.197117585331536,0.811408459995078,0.999973661231753
AT1G03220,-,Chr1:787122-788651,787122,788651,1530,1530,0.0792829448363283,0.935548899530801,0.999973661231753
AT1G03230,-,Chr1:790091-791592,790091,791592,1502,1502,0.0546779749827713,0.949882824579461,0.999973661231753
AT1G03250,-,Chr1:793353-795376,793353,795376,2024,1196,-0.0470310492023322,0.958107303840177,0.999973661231753
AT1G03260,-,Chr1:795532-798463,795532,798463,2932,1332,0.25200969053243,0.758620877961977,0.999973661231753
AT1G03270,-,Chr1:799191-802436,799191,802436,3246,1500,-0.489658500018887,0.556069232225885,0.999973661231753
AT1G03280,-,Chr1:803035-807066,803035,807066,4032,1901,-0.265067139573261,0.771146723307458,0.999973661231753
AT1G03290,-,Chr1:807361-810868,807361,810868,3508,2194,-0.308610592345453,0.731814522592043,0.999973661231753
AT1G03300,-,Chr1:811033-813086,811033,813086,2054,2013,-0.0357147520984164,0.963474599485698,0.999973661231753
AT1G03310,-,Chr1:813471-816749,813471,816749,3279,2955,-0.151580901370938,0.871673281970317,0.999973661231753
AT1G03330,-,Chr1:817983-819563,817983,819563,1581,726,0.396181018220463,0.647635458855043,0.999973661231753
AT1G03340,-,Chr1:819662-821317,819662,821317,1656,1298,0.66131548760615,0.344500927262169,0.999973661231753
AT1G03350,-,Chr1:822638-824393,822638,824393,1756,1756,-0.101077381641022,0.911591853228115,0.999973661231753
AT1G03360,-,Chr1:824537-826358,824537,826358,1822,1264,0.140362729704765,0.868345364211878,0.999973661231753
AT1G03365,-,Chr1:826569-830383,826569,830383,3815,2836,-0.302496912299082,0.729337571261344,0.999973661231753
AT1G03370,-,Chr1:830627-835361,830627,835361,4735,3769,0.0053066753797249,0.995169965663426,0.999973661231753
AT1G03380,-,Chr1:835785-840940,835785,840940,5156,3732,-0.236626484984579,0.798917986843423,0.999973661231753
AT1G03400,-,Chr1:842747-844190,842747,844190,1444,1236,0.681642864907751,0.421117966167717,0.999973661231753
AT1G03410,-,Chr1:844436-847683,844436,847683,3248,2652,0.424844995758354,0.632776390621549,0.999973661231753
AT1G03430,-,Chr1:847873-849500,847873,849500,1628,1025,-0.164496332053762,0.842665229738998,0.999973661231753
AT1G03440,-,Chr1:852366-854032,852366,854032,1667,1667,0.534942231357724,0.546446119716691,0.999973661231753
AT1G03457,-,Chr1:860788-864125,860788,864125,3338,1744,-0.124345615128956,0.874905403543276,0.999973661231753
AT1G03470,-,Chr1:865915-867733,865915,867733,1819,1247,-0.94374776098533,0.263871135824129,0.999973661231753
AT1G03475,-,Chr1:869051-871211,869051,871211,2161,1448,0.38813956333166,0.688601512654286,0.999973661231753
AT1G03495,-,Chr1:873184-874935,873184,874935,1752,1752,0.45128534591503,0.606492341288949,0.999973661231753
AT1G03502,-,Chr1:875358-875471,875358,875471,114,114,-2.07808517106959,0.0124883232957122,0.999973661231753
AT1G03506,-,Chr1:875518-875604,875518,875604,87,87,-0.514761535338903,0.576169314140832,0.999973661231753
AT1G03520,-,Chr1:877862-880158,877862,880158,2297,2035,-0.230061136286278,0.790610652594644,0.999973661231753
AT1G03530,-,Chr1:880496-883391,880496,883391,2896,2601,-0.363381479043445,0.679159084812714,0.999973661231753
AT1G03545,AT1G03550,Chr1:885941-887906,885941,887906,1966,1223,-0.787260481412108,0.350472285736126,0.999973661231753
AT1G03550,AT1G03545,Chr1:885623-887956,885623,887956,2334,1258,-0.763458553980338,0.370472208218134,0.999973661231753
AT1G03560,-,Chr1:890156-892410,890156,892410,2255,2255,-0.269625363355695,0.755054437899382,0.999973661231753
AT1G03590,-,Chr1:894254-897518,894254,897518,3265,2003,-0.101811437843383,0.909628910514402,0.999973661231753
AT1G03600,-,Chr1:898876-899655,898876,899655,780,780,0.587680256028553,0.554886670085828,0.999973661231753
AT1G03610,-,Chr1:900887-903003,900887,903003,2117,1675,-0.267509196644361,0.764955006446587,0.999973661231753
AT1G03620,-,Chr1:904319-906186,904319,906186,1868,860,-0.971321710478776,0.193845242309591,0.999973661231753
AT1G03630,-,Chr1:907642-909376,907642,909376,1735,1394,0.662301423269316,0.499248697179688,0.999973661231753
AT1G03650,-,Chr1:910023-911193,910023,911193,1171,793,0.388511255527263,0.599757118806307,0.999973661231753
AT1G03680,-,Chr1:916819-918064,916819,918064,1246,910,0.710436978724163,0.468862566800009,0.999973661231753
AT1G03687,-,Chr1:918299-920507,918299,920507,2209,1447,-0.243937316866166,0.773066667986087,0.999973661231753
AT1G03730,-,Chr1:930828-931895,930828,931895,1068,1068,0.06092990785855,0.937644206673656,0.999973661231753
AT1G03740,-,Chr1:933512-937043,933512,937043,3532,3099,-0.289325963684127,0.7402056177768,0.999973661231753
AT1G03750,AT1G03760,Chr1:937920-941162,937920,941162,3243,2683,-0.43104138538031,0.601557244047049,0.999973661231753
AT1G03760,AT1G03750,Chr1:941062-943377,941062,943377,2316,1382,-0.358071576273723,0.665464891883321,0.999973661231753
AT1G03770,-,Chr1:944572-947483,944572,947483,2912,1659,-1.06034899229573,0.205688594534549,0.999973661231753
AT1G03790,-,Chr1:954525-956097,954525,956097,1573,1573,-2.62164365309317,0.00323024866299338,0.999973661231753
AT1G03820,-,Chr1:959869-960728,959869,960728,860,860,-0.934267134845805,0.248775145506395,0.999973661231753
AT1G03830,-,Chr1:962016-966757,962016,966757,4742,3289,-0.894768702991812,0.279657435639388,0.999973661231753
AT1G03850,-,Chr1:976097-977761,976097,977761,1665,1065,-0.292317766760561,0.732501948304378,0.999973661231753
AT1G03860,-,Chr1:979308-981885,979308,981885,2578,1572,-0.059417251217783,0.950558428044986,0.999973661231753
AT1G03870,-,Chr1:982506-983540,982506,983540,1035,1035,-0.615796638676803,0.509635432596502,0.999973661231753
AT1G03880,-,Chr1:985751-988146,985751,988146,2396,1633,-10.0938067762034,1.18387982391465e-06,0.00304933617502587
AT1G03900,-,Chr1:991139-993118,991139,993118,1980,1198,0.0728201644698633,0.939532318062188,0.999973661231753
AT1G03905,-,Chr1:993400-995784,993400,995784,2385,1141,-0.18991409465302,0.794392811512804,0.999973661231753
AT1G03910,-,Chr1:996115-1000437,996115,1000437,4323,2466,-0.306231741385213,0.741212584606263,0.999973661231753
AT1G03930,-,Chr1:1004769-1008370,1004769,1008370,3602,2338,-0.105349729153808,0.907544188397411,0.999973661231753
AT1G03935,-,Chr1:1008810-1008896,1008810,1008896,87,87,0.635426431671219,0.403017634738599,0.999973661231753
AT1G03940,-,Chr1:1009542-1011056,1009542,1011056,1515,1515,0.139346901406507,0.872470447218845,0.999973661231753
AT1G03950,-,Chr1:1011172-1013365,1011172,1013365,2194,1002,-0.0902152937470184,0.911157479287397,0.999973661231753
AT1G03960,-,Chr1:1013715-1017929,1013715,1017929,4215,2483,-0.208633774939967,0.801969007502228,0.999973661231753
AT1G03970,AT1G03980,Chr1:1018100-1019247,1018100,1019247,1148,1148,-0.0856460005625521,0.920016350251067,0.999973661231753
AT1G03980,AT1G03970,Chr1:1018570-1022108,1018570,1022108,3539,2337,-0.132244495962426,0.874521716356304,0.999973661231753
AT1G03990,-,Chr1:1024847-1027616,1024847,1027616,2770,2277,-0.824718937096609,0.325021442750426,0.999973661231753
AT1G04000,-,Chr1:1028106-1029119,1028106,1029119,1014,1014,0.0320047204300271,0.970991560731767,0.999973661231753
AT1G04010,-,Chr1:1031200-1036237,1031200,1036237,5038,2399,-0.281758121219681,0.731208156782824,0.999973661231753
AT1G04020,-,Chr1:1036537-1040224,1036537,1040224,3688,2401,-0.234048194053788,0.778522935126473,0.999973661231753
AT1G04030,AT1G04040,Chr1:1040383-1042892,1040383,1042892,2510,1846,-0.0148723744242146,0.986425951911859,0.999973661231753
AT1G04040,AT1G04030,Chr1:1042362-1043864,1042362,1043864,1503,1063,0.0827152167270055,0.927550896905575,0.999973661231753
AT1G04050,-,Chr1:1045598-1049297,1045598,1049297,3700,2675,-0.527019395608507,0.480134890108653,0.999973661231753
AT1G04070,-,Chr1:1050553-1051186,1050553,1051186,634,634,0.142215795105131,0.85654248417401,0.999973661231753
