symbol,locus_overlap,gene_coordinates,start,end,length,effective_length,logFC,pvalue,gen.fdr
AT1G01190,-,Chr1:83045-84864,83045,84864,1820,1608,-0.450684613116841,0.574750375399349,0.999929364881249
AT1G01210,-,Chr1:88898-89745,88898,89745,848,616,0.437431670469544,0.606892106456251,0.999929364881249
AT1G01220,-,Chr1:91376-95651,91376,95651,4276,3532,-0.985341307725388,0.274242169175011,0.999929364881249
AT1G01225,-,Chr1:95987-97407,95987,97407,1421,1025,-1.04112616026615,0.167696750542041,0.999929364881249
AT1G01230,-,Chr1:97456-99240,97456,99240,1785,832,-0.035717955769744,0.966572069707281,0.999929364881249
AT1G01240,-,Chr1:99894-101834,99894,101834,1941,1941,-0.538723244941236,0.546405563919065,0.999929364881249
AT1G01250,-,Chr1:104491-105330,104491,105330,840,840,-2.30309742114922,0.00770786461526384,0.999929364881249
AT1G01260,-,Chr1:108946-111609,108946,111609,2664,2664,-0.15456121220219,0.860522390139922,0.999929364881249
AT1G01290,-,Chr1:114286-116108,114286,116108,1823,1227,-0.358308290537552,0.663749520161674,0.999929364881249
AT1G01300,-,Chr1:116943-118764,116943,118764,1822,1822,-0.583840012651692,0.515698129519161,0.999929364881249
AT1G01320,AT1G01310,Chr1:121067-130577,121067,130577,9511,6079,-0.369579280587712,0.715968800188103,0.999929364881249
AT1G01350,-,Chr1:136124-138162,136124,138162,2039,1400,0.443288167448013,0.610134968008049,0.999929364881249
AT1G01360,-,Chr1:141971-143183,141971,143183,1213,1000,0.765900615204638,0.368586835600852,0.999929364881249
AT1G01370,-,Chr1:143564-145684,143564,145684,2121,992,-0.265350213715335,0.774676279847321,0.999929364881249
AT1G01380,-,Chr1:147153-147942,147153,147942,790,568,-0.684174310096478,0.403542165913678,0.999929364881249
AT1G01420,-,Chr1:154492-156011,154492,156011,1520,1520,-0.0635311939030921,0.936875109501728,0.999929364881249
AT1G01430,-,Chr1:156801-158655,156801,158655,1855,1642,-0.445922558845922,0.638276879736997,0.999929364881249
AT1G01440,-,Chr1:159856-162572,159856,162572,2717,2221,0.0965387039020968,0.912326908844247,0.999929364881249
AT1G01448,AT1G01450,Chr1:163419-166239,163419,166239,2821,2481,1.04912892601785,0.243421468826994,0.999929364881249
AT1G01450,AT1G01448,Chr1:164105-165517,164105,165517,1413,1413,1.05923766861594,0.238004154937821,0.999929364881249
AT1G01470,-,Chr1:172146-172948,172146,172948,803,727,-2.09360112795315,0.0425537811748048,0.999929364881249
AT1G01490,-,Chr1:180059-182358,180059,182358,2300,1168,0.637202027606834,0.502082369111859,0.999929364881249
AT1G01500,-,Chr1:185133-186923,185133,186923,1791,1461,-0.147875537353691,0.851783888567253,0.999929364881249
AT1G01510,-,Chr1:187211-190056,187211,190056,2846,2155,0.199651343303752,0.830616492658786,0.999929364881249
AT1G01520,-,Chr1:190596-192139,190596,192139,1544,864,-2.23524256460438,0.0120839477325567,0.999929364881249
AT1G01540,-,Chr1:195780-198684,195780,198684,2905,1989,0.947671860789017,0.321885550662005,0.999929364881249
AT1G01550,-,Chr1:199639-201775,199639,201775,2137,1559,-0.395830834782999,0.680523526299318,0.999929364881249
AT1G01570,-,Chr1:205176-207435,205176,207435,2260,1437,-0.940229107789287,0.218688293209071,0.999929364881249
AT1G01580,-,Chr1:209395-213041,209395,213041,3647,2409,-0.413812487753046,0.684806791306583,0.999929364881249
AT1G01600,-,Chr1:218994-221286,218994,221286,2293,2163,-0.744466197300794,0.300300916643447,0.999929364881249
AT1G01610,-,Chr1:221691-224340,221691,224340,2650,1856,-1.24363920805005,0.191375929177583,0.999929364881249
AT1G01620,-,Chr1:225665-227302,225665,227302,1638,1308,0.0736553074214394,0.941391667814574,0.999929364881249
AT1G01630,-,Chr1:229013-230917,229013,230917,1905,1203,-1.02721562451012,0.263504013193007,0.999929364881249
AT1G01640,-,Chr1:230994-232508,230994,232508,1515,994,1.53971682967668,0.0642361928400507,0.999929364881249
AT1G01650,-,Chr1:232841-237817,232841,237817,4977,2220,-0.653173264184389,0.46620084505141,0.999929364881249
AT1G01690,-,Chr1:249141-252462,249141,252462,3322,1692,-0.359487978692149,0.619108883864674,0.999929364881249
AT1G01710,-,Chr1:262828-267771,262828,267771,4944,2492,0.042148229146478,0.962597026717385,0.999929364881249
AT1G01720,AT1G01725,Chr1:268330-269819,268330,269819,1490,1316,0.247589796310547,0.793699813752584,0.999929364881249
AT1G01725,AT1G01720,Chr1:269792-270775,269792,270775,984,453,0.465511671563267,0.577530501923296,0.999929364881249
AT1G01730,-,Chr1:270956-272061,270956,272061,1106,910,0.588700298438278,0.508850983009309,0.999929364881249
AT1G01740,-,Chr1:272111-274569,272111,274569,2459,1688,-0.269838417415398,0.729584709838073,0.999929364881249
AT1G01750,AT1G01760,Chr1:275366-276310,275366,276310,945,769,0.693943042540095,0.356636267943067,0.999929364881249
AT1G01760,AT1G01750,Chr1:276266-278448,276266,278448,2183,1312,0.609909107278112,0.419964579992831,0.999929364881249
AT1G01770,AT1G01780,Chr1:278615-282891,278615,282891,4277,2362,1.08597315041097,0.236569544191189,0.999929364881249
AT1G01780,AT1G01770,Chr1:282761-284245,282761,284245,1485,939,0.965956312160281,0.269452004072753,0.999929364881249
AT1G01790,-,Chr1:284610-291094,284610,291094,6485,3892,-0.241384404324267,0.802683232908299,0.999929364881249
AT1G01800,-,Chr1:293342-295040,293342,295040,1699,1098,0.261308731112509,0.775626345079208,0.999929364881249
AT1G01820,-,Chr1:296001-298120,296001,298120,2120,1048,0.996878548903332,0.284843802417617,0.999929364881249
AT1G01830,-,Chr1:298535-302315,298535,302315,3781,2522,-1.0270867654778,0.257032747346656,0.999929364881249
AT1G01840,AT1G01860,Chr1:303537-304358,303537,304358,822,822,-0.194188873888474,0.795089084908091,0.999929364881249
AT1G01860,AT1G01840,Chr1:304133-306287,304133,306287,2155,1350,-0.177702780230943,0.829844391452128,0.999929364881249
AT1G01900,AT1G01910,Chr1:310316-313130,310316,313130,2815,2460,-1.67894718007738,0.0491192733632985,0.999929364881249
AT1G01910,AT1G01900,Chr1:313101-315902,313101,315902,2802,1635,-0.0941093851242463,0.915760183498158,0.999929364881249
AT1G01920,-,Chr1:316128-319650,316128,319650,3523,1946,0.0577494075324191,0.948208441685821,0.999929364881249
AT1G01930,-,Chr1:319836-322860,319836,322860,3025,1999,0.529274132875461,0.538871228596425,0.999929364881249
AT1G01940,-,Chr1:323027-324917,323027,324917,1891,736,-0.588425541311255,0.489936366383829,0.999929364881249
AT1G01950,AT1G01960,Chr1:325379-330619,325379,330619,5241,3058,0.28331365208718,0.748378266510878,0.999929364881249
AT1G01960,AT1G01950,Chr1:330588-337582,330588,337582,6995,5495,-0.045702634729005,0.96191415469506,0.999929364881249
AT1G01970,-,Chr1:338291-340077,338291,340077,1787,1649,-0.18149082559978,0.834986893559319,0.999929364881249
AT1G01990,-,Chr1:343166-344341,343166,344341,1176,1176,0.232542259196726,0.79488478322756,0.999929364881249
AT1G02000,-,Chr1:345812-347592,345812,347592,1781,1781,-0.350712901873837,0.677120510108454,0.999929364881249
AT1G02010,-,Chr1:347891-352480,347891,352480,4590,2460,0.356913374119951,0.670353310076209,0.999929364881249
AT1G02020,-,Chr1:352637-354969,352637,354969,2333,2333,-0.216057098025369,0.805391360804825,0.999929364881249
AT1G02050,-,Chr1:359117-360518,359117,360518,1402,1312,1.20995167744472,0.167417976142569,0.999929364881249
AT1G02060,-,Chr1:360918-363094,360918,363094,2177,2177,0.876759789496173,0.31249484930262,0.999929364881249
AT1G02065,-,Chr1:365209-367340,365209,367340,2132,2006,0.927678538060689,0.247071928988586,0.999929364881249
AT1G02080,-,Chr1:373335-386847,373335,386847,13513,7566,-0.45272749538004,0.645168685486531,0.999929364881249
AT1G02090,-,Chr1:387277-389647,387277,389647,2371,1659,-0.824515432299633,0.358922327937499,0.999929364881249
AT1G02100,-,Chr1:389812-392816,389812,392816,3005,1435,1.08368086123449,0.248372210229433,0.999929364881249
AT1G02110,-,Chr1:392831-395528,392831,395528,2698,2314,0.991210741998879,0.293923742572237,0.999929364881249
AT1G02120,-,Chr1:395761-399897,395761,399897,4137,1974,0.714694689306374,0.45534942505535,0.999929364881249
AT1G02130,-,Chr1:400035-401882,400035,401882,1848,1021,-0.14149577247095,0.875221654330498,0.999929364881249
AT1G02140,-,Chr1:403190-404456,403190,404456,1267,785,0.0881812524821133,0.926407244673842,0.999929364881249
AT1G02145,-,Chr1:404600-408619,404600,408619,4020,1724,0.648346434065451,0.464293597601561,0.999929364881249
AT1G02150,-,Chr1:408622-410611,408622,410611,1990,1910,0.335993333565594,0.724868588338087,0.999929364881249
AT1G02160,-,Chr1:410748-411597,410748,411597,850,567,0.385974274067753,0.649712330558303,0.999929364881249
AT1G02170,AT1G02180,Chr1:411779-413554,411779,413554,1776,1336,0.428805261315979,0.627598147251036,0.999929364881249
AT1G02180,AT1G02170,Chr1:413522-414645,413522,414645,1124,918,-0.00769363732299582,0.992072575930945,0.999929364881249
AT1G02205,-,Chr1:418748-422438,418748,422438,3691,2392,-4.15811406549366,0.000259259589736425,0.306271995341964
AT1G02220,-,Chr1:428814-430647,428814,430647,1834,1353,-0.524070071421649,0.520132924680696,0.999929364881249
AT1G02260,-,Chr1:440441-442877,440441,442877,2437,2146,0.622714465950159,0.479701401793069,0.999929364881249
AT1G02270,-,Chr1:443149-446235,443149,446235,3087,1645,-0.921958956847971,0.285065532872423,0.999929364881249
AT1G02280,-,Chr1:448463-450426,448463,450426,1964,1174,1.56875048343809,0.104841653505231,0.999929364881249
AT1G02290,-,Chr1:450527-452737,450527,452737,2211,1695,-0.568386245877671,0.484627716005173,0.999929364881249
AT1G02300,-,Chr1:453288-455463,453288,455463,2176,1227,-0.209458039485579,0.809653695798853,0.999929364881249
AT1G02305,AT1G02310,Chr1:455688-458164,455688,458164,2477,1407,0.907490631371108,0.34720283246724,0.999929364881249
AT1G02330,-,Chr1:462075-463612,462075,463612,1538,1058,0.0759036723706654,0.93006320425415,0.999929364881249
AT1G02335,-,Chr1:463855-464924,463855,464924,1070,832,-0.149504951771178,0.857257382470505,0.999929364881249
AT1G02340,-,Chr1:465718-467844,465718,467844,2127,1253,0.279733606682785,0.776742875282156,0.999929364881249
AT1G02350,-,Chr1:469818-470693,469818,470693,876,423,0.0853011028631896,0.915822536032458,0.999929364881249
AT1G02360,-,Chr1:471990-473160,471990,473160,1171,1011,-0.106953014423291,0.895852576011095,0.999929364881249
AT1G02370,-,Chr1:474500-476511,474500,476511,2012,1758,-0.915452688650288,0.276261261293126,0.999929364881249
AT1G02380,-,Chr1:477000-478971,477000,478971,1972,1121,-0.32700817368421,0.651607249014974,0.999929364881249
AT1G02390,-,Chr1:480852-483292,480852,483292,2441,1791,-1.22823438305052,0.154540755611472,0.999929364881249
AT1G02400,-,Chr1:486801-489577,486801,489577,2777,1339,-0.349332068227059,0.637927507869351,0.999929364881249
AT1G02410,-,Chr1:490925-492926,490925,492926,2002,1176,0.365627086786842,0.664454180479867,0.999929364881249
AT1G02420,AT1G02430,Chr1:493683-495158,493683,495158,1476,1476,0.425747377808836,0.574492983214525,0.999929364881249
AT1G02430,AT1G02420,Chr1:495050-496062,495050,496062,1013,698,0.219409450740511,0.754627431798723,0.999929364881249
AT1G02470,-,Chr1:511765-513624,511765,513624,1860,868,-0.546193286646925,0.501126442072645,0.999929364881249
AT1G02475,-,Chr1:513843-515404,513843,515404,1562,929,-0.559264925935398,0.539805233306597,0.999929364881249
AT1G02500,-,Chr1:518251-520437,518251,520437,2187,1533,-0.500407395980454,0.614252630610842,0.999929364881249
AT1G02520,-,Chr1:523651-528745,523651,528745,5095,3871,0.372587423848014,0.654419810900481,0.999929364881249
AT1G02560,-,Chr1:537860-540109,537860,540109,2250,1341,-0.247519838062626,0.796825748893949,0.999929364881249
AT1G02610,-,Chr1:553050-555994,553050,555994,2945,937,2.85264079406973,0.00101762980364176,0.621806900708001
AT1G02620,-,Chr1:557092-557986,557092,557986,895,687,3.68539563294763,0.000124522280447368,0.245170534391928
AT1G02640,-,Chr1:564205-567769,564205,567769,3565,2584,2.35416976492859,0.014019262788943,0.999929364881249
AT1G02660,-,Chr1:571955-574981,571955,574981,3027,2609,-0.302239674991322,0.730297627835023,0.999929364881249
AT1G02670,-,Chr1:576046-580299,576046,580299,4254,2037,-1.03480035727429,0.199534421709959,0.999929364881249
AT1G02680,-,Chr1:580625-582310,580625,582310,1686,907,0.550979659152477,0.500874463033563,0.999929364881249
AT1G02690,-,Chr1:584260-587219,584260,587219,2960,1940,0.0216371616914776,0.978735516244432,0.999929364881249
AT1G02700,-,Chr1:588329-589480,588329,589480,1152,1030,0.123873866512056,0.888918154728321,0.999929364881249
AT1G02710,-,Chr1:589706-589996,589706,589996,291,291,-0.647467162237196,0.410281707513234,0.999929364881249
AT1G02720,-,Chr1:591826-594236,591826,594236,2411,1835,-0.176804459299288,0.826273476118218,0.999929364881249
AT1G02730,-,Chr1:594573-598657,594573,598657,4085,3854,-0.202448079978332,0.80355785316878,0.999929364881249
AT1G02740,-,Chr1:599416-602038,599416,602038,2623,1319,0.0713972915210073,0.930013804292612,0.999929364881249
AT1G02750,-,Chr1:602497-604292,602497,604292,1796,1000,1.36265583794474,0.10948668967425,0.999929364881249
AT1G02780,-,Chr1:607808-609465,607808,609465,1658,1031,-0.424002226111628,0.667973469079381,0.999929364881249
AT1G02800,-,Chr1:613216-616191,613216,616191,2976,1764,-1.99860890988169,0.015799486593603,0.999929364881249
AT1G02810,-,Chr1:618265-620480,618265,620480,2216,1906,0.133647691715382,0.867742947903127,0.999929364881249
AT1G02816,-,Chr1:621461-622469,621461,622469,1009,1009,0.0691570152843686,0.937092496243896,0.999929364881249
AT1G02820,-,Chr1:623765-624475,623765,624475,711,615,0.0594644494470722,0.934307469311208,0.999929364881249
AT1G02840,-,Chr1:626741-629819,626741,629819,3079,1594,1.27078066869289,0.197747738992145,0.999929364881249
AT1G02850,-,Chr1:630505-633259,630505,633259,2755,1804,-0.265973721346333,0.784855122516741,0.999929364881249
AT1G02860,AT1G02870,Chr1:635144-637262,635144,637262,2119,1517,1.44730697038068,0.105528300623117,0.999929364881249
AT1G02870,AT1G02860,Chr1:637214-638677,637214,638677,1464,843,-0.276113478330718,0.745469838353097,0.999929364881249
AT1G02880,-,Chr1:642752-644903,642752,644903,2152,1682,0.396925629774473,0.622863888036491,0.999929364881249
AT1G02890,-,Chr1:645092-651907,645092,651907,6816,4131,-0.151679769046102,0.874011737746026,0.999929364881249
AT1G02900,-,Chr1:653765-654343,653765,654343,579,579,0.438850175774323,0.612413390591319,0.999929364881249
AT1G02910,-,Chr1:655577-658148,655577,658148,2572,1557,0.413826126998714,0.65033880500371,0.999929364881249
AT1G02920,-,Chr1:658657-659771,658657,659771,1115,925,-0.0562667027877047,0.950356675773135,0.999929364881249
AT1G02930,-,Chr1:661177-662456,661177,662456,1280,1078,-0.0430818624577072,0.959869567235364,0.999929364881249
AT1G02950,AT1G02952,Chr1:665152-666452,665152,666452,1301,930,0.351108961411307,0.632225845769638,0.999929364881249
AT1G02952,AT1G02950,Chr1:665354-666367,665354,666367,1014,422,0.21475454039182,0.767226321604793,0.999929364881249
AT1G02960,-,Chr1:666872-669837,666872,669837,2966,1701,0.764896538616895,0.379651640839964,0.999929364881249
AT1G02990,-,Chr1:681396-687315,681396,687315,5920,4434,-0.449294824213589,0.61391348104161,0.999929364881249
AT1G03000,-,Chr1:687890-692560,687890,692560,4671,3100,0.0893724561641345,0.920401358796352,0.999929364881249
AT1G03020,-,Chr1:698207-698515,698207,698515,309,309,-0.182554987222842,0.82386130636433,0.999929364881249
AT1G03030,-,Chr1:701478-703864,701478,703864,2387,1345,-0.0803830905435079,0.9247608547859,0.999929364881249
AT1G03040,-,Chr1:703906-706631,703906,706631,2726,1456,0.146730707180584,0.872745097742248,0.999929364881249
AT1G03055,AT1G03050,Chr1:710018-711803,710018,711803,1786,1072,-0.006456101356669,0.992820321747951,0.999929364881249
AT1G03060,-,Chr1:712473-726891,712473,726891,14419,11304,-0.365841239187108,0.709421307249032,0.999929364881249
AT1G03070,-,Chr1:729901-731557,729901,731557,1657,1086,-3.94567537510273,0.000154115357490048,0.273092413472365
AT1G03080,-,Chr1:731611-738056,731611,738056,6446,5736,-0.970220563826554,0.330855221077923,0.999929364881249
AT1G03090,AT1G03100,Chr1:739679-744184,739679,744184,4506,2606,3.04303786276483,0.00371269059924918,0.999929364881249
AT1G03100,AT1G03090,Chr1:743885-746479,743885,746479,2595,2595,2.12493946947534,0.0154169403750063,0.999929364881249
AT1G03106,-,Chr1:748102-749034,748102,749034,933,933,0.721437984174022,0.48976109973357,0.999929364881249
AT1G03110,-,Chr1:749246-751963,749246,751963,2718,1564,-0.999913049572407,0.235083720296782,0.999929364881249
AT1G03130,-,Chr1:753307-754198,753307,754198,892,892,-1.60995240861522,0.119146296737232,0.999929364881249
AT1G03140,-,Chr1:754371-756303,754371,756303,1933,1443,0.717003899658979,0.438033616745105,0.999929364881249
AT1G03150,-,Chr1:756414-758612,756414,758612,2199,743,0.216016721840691,0.792716457616239,0.999929364881249
AT1G03160,-,Chr1:761282-766158,761282,766158,4877,2948,-0.401764845070459,0.655109052817377,0.999929364881249
AT1G03180,-,Chr1:773411-775344,773411,775344,1934,1499,-0.593907840092017,0.450995528097915,0.999929364881249
AT1G03190,-,Chr1:775527-780062,775527,780062,4536,2771,-0.105426865103483,0.89862265647818,0.999929364881249
AT1G03200,-,Chr1:780602-781285,780602,781285,684,440,0.359087993626631,0.607226371391763,0.999929364881249
AT1G03210,-,Chr1:782948-784240,782948,784240,1293,861,1.33979825155117,0.129905410227902,0.999929364881249
AT1G03220,-,Chr1:787122-788651,787122,788651,1530,1530,0.394790897525651,0.681789404041594,0.999929364881249
AT1G03230,-,Chr1:790091-791592,790091,791592,1502,1502,-0.127054028519109,0.88229963959312,0.999929364881249
AT1G03250,-,Chr1:793353-795376,793353,795376,2024,1196,-0.544027243729104,0.537585566921153,0.999929364881249
AT1G03260,-,Chr1:795532-798463,795532,798463,2932,1332,0.556873461666431,0.499337968260136,0.999929364881249
AT1G03270,-,Chr1:799191-802436,799191,802436,3246,1500,0.105901039844469,0.894142868666749,0.999929364881249
AT1G03280,-,Chr1:803035-807066,803035,807066,4032,1901,0.18860286453902,0.83591364252125,0.999929364881249
AT1G03290,-,Chr1:807361-810868,807361,810868,3508,2194,-0.0177831388059958,0.984023904854151,0.999929364881249
AT1G03300,-,Chr1:811033-813086,811033,813086,2054,2013,0.306045168120303,0.691090368562155,0.999929364881249
AT1G03310,-,Chr1:813471-816749,813471,816749,3279,2955,-1.74982130356636,0.0599888941224094,0.999929364881249
AT1G03330,-,Chr1:817983-819563,817983,819563,1581,726,0.469578616761509,0.588961599761295,0.999929364881249
AT1G03350,-,Chr1:822638-824393,822638,824393,1756,1756,-0.310740429099071,0.729073189917595,0.999929364881249
AT1G03360,-,Chr1:824537-826358,824537,826358,1822,1264,-0.705179849800875,0.406912317486295,0.999929364881249
AT1G03365,-,Chr1:826569-830383,826569,830383,3815,2836,0.236642776211109,0.787271039895614,0.999929364881249
AT1G03370,-,Chr1:830627-835361,830627,835361,4735,3769,0.494286057367266,0.576372936998834,0.999929364881249
AT1G03380,-,Chr1:835785-840940,835785,840940,5156,3732,0.449734848678645,0.630341993490724,0.999929364881249
AT1G03400,-,Chr1:842747-844190,842747,844190,1444,1236,0.832885609462705,0.326518728300401,0.999929364881249
AT1G03410,-,Chr1:844436-847683,844436,847683,3248,2652,0.686336959285589,0.437395966696989,0.999929364881249
AT1G03430,-,Chr1:847873-849500,847873,849500,1628,1025,0.473507366765837,0.566272645883835,0.999929364881249
AT1G03440,-,Chr1:852366-854032,852366,854032,1667,1667,-0.0586810452361175,0.945242590460379,0.999929364881249
AT1G03457,-,Chr1:860788-864125,860788,864125,3338,1744,1.50423543787209,0.0793702165753275,0.999929364881249
AT1G03470,-,Chr1:865915-867733,865915,867733,1819,1247,0.14190416604314,0.869644030651876,0.999929364881249
AT1G03475,-,Chr1:869051-871211,869051,871211,2161,1448,0.0300465049906821,0.974667471745186,0.999929364881249
AT1G03495,-,Chr1:873184-874935,873184,874935,1752,1752,-0.704900992269719,0.405920250326931,0.999929364881249
AT1G03502,-,Chr1:875358-875471,875358,875471,114,114,1.08052299184409,0.150058251629861,0.999929364881249
AT1G03506,-,Chr1:875518-875604,875518,875604,87,87,0.760888212030237,0.367719607433816,0.999929364881249
AT1G03520,-,Chr1:877862-880158,877862,880158,2297,2035,-0.359895975767479,0.675440649997867,0.999929364881249
AT1G03530,-,Chr1:880496-883391,880496,883391,2896,2601,-0.70713115197461,0.416033767062267,0.999929364881249
AT1G03545,AT1G03550,Chr1:885941-887906,885941,887906,1966,1223,0.995240332281965,0.261462217729318,0.999929364881249
AT1G03550,AT1G03545,Chr1:885623-887956,885623,887956,2334,1258,0.925840041579163,0.298613206180409,0.999929364881249
AT1G03560,-,Chr1:890156-892410,890156,892410,2255,2255,0.0776719579698046,0.924732348806686,0.999929364881249
AT1G03580,-,Chr1:892847-894052,892847,894052,1206,1206,2.93549216933687,0.000604749154480589,0.446506459058168
AT1G03590,-,Chr1:894254-897518,894254,897518,3265,2003,0.156456410157568,0.860719239312572,0.999929364881249
AT1G03600,-,Chr1:898876-899655,898876,899655,780,780,0.331424017327242,0.734249888049389,0.999929364881249
AT1G03610,-,Chr1:900887-903003,900887,903003,2117,1675,1.58679096811476,0.0955356369090543,0.999929364881249
AT1G03620,-,Chr1:904319-906186,904319,906186,1868,860,1.44412861714105,0.0761226878382966,0.999929364881249
AT1G03630,-,Chr1:907642-909376,907642,909376,1735,1394,-1.58810463551262,0.0981179672992982,0.999929364881249
AT1G03650,-,Chr1:910023-911193,910023,911193,1171,793,1.36445055334505,0.0741716431888429,0.999929364881249
AT1G03680,-,Chr1:916819-918064,916819,918064,1246,910,-0.0182770388113985,0.984628736881591,0.999929364881249
AT1G03687,-,Chr1:918299-920507,918299,920507,2209,1447,0.0862906044633967,0.917873485422488,0.999929364881249
AT1G03730,-,Chr1:930828-931895,930828,931895,1068,1068,0.18062289951194,0.813152643513173,0.999929364881249
AT1G03740,-,Chr1:933512-937043,933512,937043,3532,3099,0.577047248358257,0.511609915030527,0.999929364881249
AT1G03750,AT1G03760,Chr1:937920-941162,937920,941162,3243,2683,0.278902693059442,0.729373622122399,0.999929364881249
AT1G03760,AT1G03750,Chr1:941062-943377,941062,943377,2316,1382,0.441417671121886,0.599207834113063,0.999929364881249
AT1G03770,-,Chr1:944572-947483,944572,947483,2912,1659,0.243088855590537,0.765050022288162,0.999929364881249
AT1G03790,-,Chr1:954525-956097,954525,956097,1573,1573,0.641719198078703,0.472987532623024,0.999929364881249
AT1G03800,-,Chr1:957261-957998,957261,957998,738,738,1.10690386266473,0.184357159180176,0.999929364881249
AT1G03820,-,Chr1:959869-960728,959869,960728,860,860,-0.504356480856482,0.536702056921048,0.999929364881249
AT1G03830,-,Chr1:962016-966757,962016,966757,4742,3289,-0.682342228930953,0.40295118153473,0.999929364881249
AT1G03850,-,Chr1:976097-977761,976097,977761,1665,1065,1.47128773923578,0.108979462120689,0.999929364881249
AT1G03860,-,Chr1:979308-981885,979308,981885,2578,1572,-0.689015959731422,0.463531708937692,0.999929364881249
AT1G03870,-,Chr1:982506-983540,982506,983540,1035,1035,1.08304956779684,0.259620042483153,0.999929364881249
AT1G03880,-,Chr1:985751-988146,985751,988146,2396,1633,0.462678323795412,0.671076397308758,0.999929364881249
AT1G03900,-,Chr1:991139-993118,991139,993118,1980,1198,0.744454821754066,0.438089463905339,0.999929364881249
AT1G03905,-,Chr1:993400-995784,993400,995784,2385,1141,-0.113589909893294,0.877562766821166,0.999929364881249
AT1G03910,-,Chr1:996115-1000437,996115,1000437,4323,2466,0.591145597677,0.52787861661457,0.999929364881249
AT1G03930,-,Chr1:1004769-1008370,1004769,1008370,3602,2338,-0.13965092925764,0.875786557791947,0.999929364881249
AT1G03935,-,Chr1:1008810-1008896,1008810,1008896,87,87,0.919003771811822,0.20499054169092,0.999929364881249
AT1G03940,-,Chr1:1009542-1011056,1009542,1011056,1515,1515,-1.40922445012779,0.0940144103089135,0.999929364881249
AT1G03950,-,Chr1:1011172-1013365,1011172,1013365,2194,1002,0.357187003626652,0.66304308999948,0.999929364881249
AT1G03960,-,Chr1:1013715-1017929,1013715,1017929,4215,2483,-0.214307528869609,0.794737526096646,0.999929364881249
AT1G03970,AT1G03980,Chr1:1018100-1019247,1018100,1019247,1148,1148,0.587052047418272,0.500832820683468,0.999929364881249
AT1G03980,AT1G03970,Chr1:1018570-1022108,1018570,1022108,3539,2337,0.671299259577182,0.429816614184667,0.999929364881249
AT1G03990,-,Chr1:1024847-1027616,1024847,1027616,2770,2277,-1.05176476165109,0.201834598894037,0.999929364881249
AT1G04000,-,Chr1:1028106-1029119,1028106,1029119,1014,1014,-1.56358576382887,0.0746612403582248,0.999929364881249
AT1G04010,-,Chr1:1031200-1036237,1031200,1036237,5038,2399,-0.416998310971237,0.602449823901012,0.999929364881249
AT1G04020,-,Chr1:1036537-1040224,1036537,1040224,3688,2401,-1.22355871840001,0.145945282898527,0.999929364881249
AT1G04030,AT1G04040,Chr1:1040383-1042892,1040383,1042892,2510,1846,0.713585296555351,0.41789705194857,0.999929364881249
AT1G04040,AT1G04030,Chr1:1042362-1043864,1042362,1043864,1503,1063,0.737134337703507,0.421455881361343,0.999929364881249
AT1G04050,-,Chr1:1045598-1049297,1045598,1049297,3700,2675,-0.0521392061655954,0.945363233258709,0.999929364881249
