symbol,locus_overlap,gene_coordinates,start,end,length,effective_length,logFC,pvalue,gen.fdr
AT1G01610,-,Chr1:221691-224340,221691,224340,2650,1856,-0.773640232439847,4.16696238273838e-09,2.08739924228216e-08
AT1G01620,-,Chr1:225665-227302,225665,227302,1638,1308,0.173201482882424,0.161079054679784,0.224410551951208
AT1G01630,-,Chr1:229013-230917,229013,230917,1905,1203,-1.03114856797325,1.58122472186106e-17,1.61274237679005e-16
AT1G01640,-,Chr1:230994-232508,230994,232508,1515,994,1.21548907851116,9.93281216853086e-07,3.74995747438032e-06
AT1G01650,-,Chr1:232841-237817,232841,237817,4977,2220,-0.213369740372766,0.116153712440499,0.16936394970194
AT1G01710,-,Chr1:262828-267771,262828,267771,4944,2492,0.148498866610705,0.267046794420188,0.344094866561907
AT1G01720,AT1G01725,Chr1:268330-269819,268330,269819,1490,1316,0.824040843269397,5.94891053625219e-11,3.58478261655596e-10
AT1G01725,AT1G01720,Chr1:269792-270775,269792,270775,984,453,0.8414387342738,1.94998051192362e-05,6.11423697299368e-05
AT1G01730,-,Chr1:270956-272061,270956,272061,1106,910,0.830508388954502,3.3687818747845e-09,1.70930293781082e-08
AT1G01740,-,Chr1:272111-274569,272111,274569,2459,1688,-0.915001009156424,0.0105934224311256,0.0202992969340325
AT1G01750,AT1G01760,Chr1:275366-276310,275366,276310,945,769,0.396268748615199,0.203872589962121,0.274344260795919
AT1G01760,AT1G01750,Chr1:276266-278448,276266,278448,2183,1312,1.51379161659703,7.31800138137698e-09,3.57492656478594e-08
AT1G01770,AT1G01780,Chr1:278615-282891,278615,282891,4277,2362,1.10691388303253,3.17218745623793e-15,2.73754185718408e-14
AT1G01780,AT1G01770,Chr1:282761-284245,282761,284245,1485,939,0.548664077099151,0.00608436549080322,0.0122744399710892
AT1G01790,-,Chr1:284610-291094,284610,291094,6485,3892,-0.0153081722663253,0.902569294654705,0.925864409772906
AT1G01800,-,Chr1:293342-295040,293342,295040,1699,1098,0.344681929873475,0.00217243883372336,0.00480835252126894
AT1G01820,-,Chr1:296001-298120,296001,298120,2120,1048,1.12535746545105,4.19338020756091e-20,5.14278192821655e-19
AT1G01830,-,Chr1:298535-302315,298535,302315,3781,2522,-0.832133330035196,1.14526171224897e-07,4.88814105930205e-07
AT1G01840,AT1G01860,Chr1:303537-304358,303537,304358,822,822,-0.521379552030071,0.117031038364295,0.170437387757746
AT1G01860,AT1G01840,Chr1:304133-306287,304133,306287,2155,1350,-0.496885724493798,0.0400529157365708,0.0666653051228745
AT1G01900,AT1G01910,Chr1:310316-313130,310316,313130,2815,2460,-1.27492340229589,3.71429872500538e-06,1.29785507532306e-05
AT1G01910,AT1G01900,Chr1:313101-315902,313101,315902,2802,1635,0.0272009015118614,0.81490799486073,0.856419321124812
AT1G01920,-,Chr1:316128-319650,316128,319650,3523,1946,-0.051400944953059,0.7485072320303,0.801280066248853
AT1G01930,-,Chr1:319836-322860,319836,322860,3025,1999,0.56445309578375,0.000830272295030632,0.00198751848185342
AT1G01940,-,Chr1:323027-324917,323027,324917,1891,736,-0.773382834481498,7.11335430960824e-05,0.000204948783146562
AT1G01950,AT1G01960,Chr1:325379-330619,325379,330619,5241,3058,0.295662302937,0.050977866992951,0.0825434059810776
AT1G01960,AT1G01950,Chr1:330588-337582,330588,337582,6995,5495,0.257110465032389,0.0500818829487035,0.0812451395067898
AT1G01970,-,Chr1:338291-340077,338291,340077,1787,1649,-0.351468892883785,0.0106807921408042,0.0204537338871474
AT1G01990,-,Chr1:343166-344341,343166,344341,1176,1176,0.399871127919828,0.0012455796373634,0.00287786091214293
AT1G02000,-,Chr1:345812-347592,345812,347592,1781,1781,0.279956474206915,0.112338551005803,0.164462984960731
AT1G02010,-,Chr1:347891-352480,347891,352480,4590,2460,0.00875624896374087,0.961638958522755,0.970316850193916
AT1G02020,-,Chr1:352637-354969,352637,354969,2333,2333,0.213343321682629,0.252484997148335,0.328010310353329
AT1G02050,-,Chr1:359117-360518,359117,360518,1402,1312,1.4547305182926,2.12522932068676e-15,1.86062851207926e-14
AT1G02060,-,Chr1:360918-363094,360918,363094,2177,2177,1.21372042050301,3.00605890283253e-10,1.69843265645379e-09
AT1G02080,-,Chr1:373335-386847,373335,386847,13513,7566,-0.164709551517339,0.186350574579085,0.254164167451664
AT1G02090,-,Chr1:387277-389647,387277,389647,2371,1659,-0.609387119764362,7.62167524759724e-06,2.55381105133142e-05
AT1G02100,-,Chr1:389812-392816,389812,392816,3005,1435,1.16595444515991,2.10203840668912e-22,3.00049832141582e-21
AT1G02110,-,Chr1:392831-395528,392831,395528,2698,2314,1.17623419004556,1.46229727669195e-20,1.84585734285701e-19
AT1G02120,-,Chr1:395761-399897,395761,399897,4137,1974,0.812270832830954,8.46809130921572e-13,6.03426459382901e-12
AT1G02130,-,Chr1:400035-401882,400035,401882,1848,1021,-0.261054953661467,0.0579197255820237,0.0924449651240442
AT1G02140,-,Chr1:403190-404456,403190,404456,1267,785,-0.0833718521813933,0.452786790249505,0.534770810365752
AT1G02145,-,Chr1:404600-408619,404600,408619,4020,1724,0.38479292452902,0.00675524875822068,0.0135030430375645
AT1G02150,-,Chr1:408622-410611,408622,410611,1990,1910,0.20976719204248,0.0718589218769244,0.111624432799812
AT1G02160,-,Chr1:410748-411597,410748,411597,850,567,0.31244190138975,0.065005365437482,0.102285197145114
AT1G02170,AT1G02180,Chr1:411779-413554,411779,413554,1776,1336,0.851776826030874,1.55836475479377e-07,6.54491517930311e-07
AT1G02180,AT1G02170,Chr1:413522-414645,413522,414645,1124,918,0.128701982048251,0.63405640498905,0.703325028779648
AT1G02205,-,Chr1:418748-422438,418748,422438,3691,2392,-5.67119605725425,5.20963552121471e-42,2.25759181414553e-40
AT1G02220,-,Chr1:428814-430647,428814,430647,1834,1353,0.126051546376515,0.814634198420816,0.85628061685108
AT1G02260,-,Chr1:440441-442877,440441,442877,2437,2146,0.975621376051942,2.75790051004931e-08,1.26376447859937e-07
AT1G02270,-,Chr1:443149-446235,443149,446235,3087,1645,-0.572345339572589,0.00227730009139113,0.0050206173937766
AT1G02280,-,Chr1:448463-450426,448463,450426,1964,1174,1.22921719866135,9.54291220701724e-27,1.77292627402985e-25
AT1G02290,-,Chr1:450527-452737,450527,452737,2211,1695,-0.306920767637301,0.20297636789573,0.273381956135271
AT1G02300,-,Chr1:453288-455463,453288,455463,2176,1227,-0.469199796122282,0.00652865507474068,0.0130833120946844
AT1G02305,AT1G02310,Chr1:455688-458164,455688,458164,2477,1407,0.918707793249806,1.01150695196636e-13,7.7736261891891e-13
AT1G02330,-,Chr1:462075-463612,462075,463612,1538,1058,-0.258875398943747,0.155228057209537,0.217345677382203
AT1G02335,-,Chr1:463855-464924,463855,464924,1070,832,-0.325055847726878,0.255165938432881,0.331101594421028
AT1G02340,-,Chr1:465718-467844,465718,467844,2127,1253,1.28827403536305,9.41386529095116e-24,1.47638749679904e-22
AT1G02350,-,Chr1:469818-470693,469818,470693,876,423,0.584499530405389,0.144098152520917,0.204192594442923
AT1G02360,-,Chr1:471990-473160,471990,473160,1171,1011,-0.152687473567971,0.763566628892052,0.814081572439708
AT1G02370,-,Chr1:474500-476511,474500,476511,2012,1758,-1.90067627973768,1.22482486994523e-15,1.09725408972244e-14
AT1G02380,-,Chr1:477000-478971,477000,478971,1972,1121,-0.341802403577959,0.392985368448087,0.475719616294328
AT1G02390,-,Chr1:480852-483292,480852,483292,2441,1791,-2.38638001665602,7.90603442453217e-18,8.25417334674211e-17
AT1G02400,-,Chr1:486801-489577,486801,489577,2777,1339,0.0157121760729873,0.962559326574034,0.971029162483963
AT1G02410,-,Chr1:490925-492926,490925,492926,2002,1176,0.473559522396191,0.00325281236182074,0.0069507423760789
AT1G02420,AT1G02430,Chr1:493683-495158,493683,495158,1476,1476,0.103383171599425,0.73280445914977,0.786981678605498
AT1G02430,AT1G02420,Chr1:495050-496062,495050,496062,1013,698,-0.179154496507107,0.635109363874111,0.704114652186893
AT1G02470,-,Chr1:511765-513624,511765,513624,1860,868,-0.445633484399415,0.279051952105694,0.356898048467312
AT1G02475,-,Chr1:513843-515404,513843,515404,1562,929,-0.342774983161838,0.00422249133303255,0.00880670213086374
AT1G02500,-,Chr1:518251-520437,518251,520437,2187,1533,-0.276003511680183,0.0250840682145363,0.0439857513686458
AT1G02520,-,Chr1:523651-528745,523651,528745,5095,3871,1.05913940138412,0.00163850949139794,0.00370721470486914
AT1G02560,-,Chr1:537860-540109,537860,540109,2250,1341,-0.0880189560229108,0.435443412921837,0.517764341713677
AT1G02610,-,Chr1:553050-555994,553050,555994,2945,937,1.93441032007326,2.02274183027378e-12,1.38998275848176e-11
AT1G02620,-,Chr1:557092-557986,557092,557986,895,687,1.60820637694691,7.90604183592475e-05,0.000226419038444175
AT1G02640,-,Chr1:564205-567769,564205,567769,3565,2584,2.01477103640987,2.99124716166326e-25,5.10682856610446e-24
AT1G02660,-,Chr1:571955-574981,571955,574981,3027,2609,0.947606624336126,0.000146628055531617,0.000402366398712272
AT1G02680,-,Chr1:580625-582310,580625,582310,1686,907,0.560447382189517,0.00559751106588912,0.0113784441081265
AT1G02690,-,Chr1:584260-587219,584260,587219,2960,1940,-0.463117293589315,0.0371010715646674,0.0623075106918585
AT1G02700,-,Chr1:588329-589480,588329,589480,1152,1030,-0.602360205553186,0.0551069935168472,0.0884152418568795
AT1G02710,-,Chr1:589706-589996,589706,589996,291,291,-1.2865522386492,0.000771426888896618,0.00185622033282058
AT1G02720,-,Chr1:591826-594236,591826,594236,2411,1835,-0.222760410285035,0.262015707046095,0.338744737522873
AT1G02730,-,Chr1:594573-598657,594573,598657,4085,3854,-0.935350697631648,0.000184157797294656,0.000496699574180375
AT1G02740,-,Chr1:599416-602038,599416,602038,2623,1319,-0.124086711711085,0.567442441603342,0.643783814806648
AT1G02750,-,Chr1:602497-604292,602497,604292,1796,1000,1.18728342876573,1.60486482620216e-12,1.11552269615602e-11
AT1G02780,-,Chr1:607808-609465,607808,609465,1658,1031,-0.78421736586078,3.0690352421678e-12,2.07977943795838e-11
AT1G02816,-,Chr1:621461-622469,621461,622469,1009,1009,0.625731887288664,9.37742294870062e-06,3.09065937577808e-05
AT1G02820,-,Chr1:623765-624475,623765,624475,711,615,-0.725919519690415,0.000700167602537526,0.00169806345593316
AT1G02840,-,Chr1:626741-629819,626741,629819,3079,1594,1.3399423432517,1.22843643537799e-31,3.00701318789688e-30
AT1G02850,-,Chr1:630505-633259,630505,633259,2755,1804,0.212967566761596,0.104174432852989,0.154192461704078
AT1G02860,AT1G02870,Chr1:635144-637262,635144,637262,2119,1517,1.00829077431157,2.63183475275649e-11,1.63768652392412e-10
AT1G02870,AT1G02860,Chr1:637214-638677,637214,638677,1464,843,-0.54479770494407,0.00141527710733395,0.00324018320554185
AT1G02880,-,Chr1:642752-644903,642752,644903,2152,1682,0.286795925237205,0.140736654590552,0.200039529288549
AT1G02890,-,Chr1:645092-651907,645092,651907,6816,4131,-0.0089940522604464,0.942997670706723,0.956569401757382
AT1G02900,-,Chr1:653765-654343,653765,654343,579,579,0.122606034794511,0.521142605278221,0.600736741250457
AT1G02910,-,Chr1:655577-658148,655577,658148,2572,1557,0.310618569215771,0.00743994049156524,0.0147399192895344
AT1G02920,-,Chr1:658657-659771,658657,659771,1115,925,1.83906085599077,0.236526222480099,0.310308973274753
AT1G02930,-,Chr1:661177-662456,661177,662456,1280,1078,1.900628677989,0.126888030626964,0.182764773121567
AT1G02950,AT1G02952,Chr1:665152-666452,665152,666452,1301,930,0.265855558298949,0.476815191614391,0.55814016799344
AT1G02952,AT1G02950,Chr1:665354-666367,665354,666367,1014,422,0.322662786731981,0.393192202594978,0.475842514016892
AT1G02960,-,Chr1:666872-669837,666872,669837,2966,1701,1.00785176633511,6.64876274661457e-08,2.91188801721896e-07
AT1G02990,-,Chr1:681396-687315,681396,687315,5920,4434,-0.0910872576394505,0.593825277626426,0.66733471920411
AT1G03000,-,Chr1:687890-692560,687890,692560,4671,3100,0.0905465177945158,0.519749870415972,0.599360144685187
AT1G03020,-,Chr1:698207-698515,698207,698515,309,309,-0.483203440933604,0.189256355114206,0.257603668210003
AT1G03030,-,Chr1:701478-703864,701478,703864,2387,1345,-0.2144408231658,0.297428086722034,0.376966999921839
AT1G03040,-,Chr1:703906-706631,703906,706631,2726,1456,0.297205315610724,0.0180039555709897,0.0327400513214443
AT1G03055,AT1G03050,Chr1:710018-711803,710018,711803,1786,1072,-0.429905148188493,0.0635249811316539,0.100190814820965
AT1G03060,-,Chr1:712473-726891,712473,726891,14419,11304,-0.105153314156922,0.407517777993068,0.490450935523648
AT1G03070,-,Chr1:729901-731557,729901,731557,1657,1086,-2.63710725463591,1.93874672729243e-10,1.11416428357155e-09
AT1G03080,-,Chr1:731611-738056,731611,738056,6446,5736,-0.503158586187402,0.00404535251208766,0.00847334821969887
AT1G03090,AT1G03100,Chr1:739679-744184,739679,744184,4506,2606,3.10494667885615,2.51864271451264e-54,2.04586072334897e-52
AT1G03100,AT1G03090,Chr1:743885-746479,743885,746479,2595,2595,2.158796456474,2.64919068992429e-20,3.28007109755903e-19
AT1G03110,-,Chr1:749246-751963,749246,751963,2718,1564,-2.02793751353248,1.92927733478018e-23,2.97420677806027e-22
AT1G03120,-,Chr1:752271-753140,752271,753140,870,549,-1.57404737292247,0.00264051279740146,0.00574744638453857
AT1G03130,-,Chr1:753307-754198,753307,754198,892,892,-2.01873430942107,2.67883863105412e-42,1.18064435432882e-40
AT1G03140,-,Chr1:754371-756303,754371,756303,1933,1443,0.59069289387262,2.39247816460987e-06,8.5697744658381e-06
AT1G03150,-,Chr1:756414-758612,756414,758612,2199,743,-0.210054098459979,0.23802463203752,0.311958482362176
AT1G03160,-,Chr1:761282-766158,761282,766158,4877,2948,-0.587095391296498,4.84722414168914e-05,0.000143632615904723
AT1G03180,-,Chr1:773411-775344,773411,775344,1934,1499,-1.51619625293202,0.0016425173942716,0.00371489075787686
AT1G03190,-,Chr1:775527-780062,775527,780062,4536,2771,-0.11904138571236,0.566638166739739,0.643193617766865
AT1G03200,-,Chr1:780602-781285,780602,781285,684,440,0.511592770631602,0.256007082567494,0.332114323113055
AT1G03210,-,Chr1:782948-784240,782948,784240,1293,861,1.26030280927662,6.97482483094771e-13,5.00562507875542e-12
AT1G03220,-,Chr1:787122-788651,787122,788651,1530,1530,0.997142491578974,3.07517700142081e-07,1.2370365579333e-06
AT1G03230,-,Chr1:790091-791592,790091,791592,1502,1502,0.305794195876608,0.0587544067834869,0.0935630201713155
AT1G03250,-,Chr1:793353-795376,793353,795376,2024,1196,-0.509796818459097,0.000641382916883366,0.00156788261220314
AT1G03260,-,Chr1:795532-798463,795532,798463,2932,1332,0.258417084972975,0.192827914061176,0.261796195120982
AT1G03280,-,Chr1:803035-807066,803035,807066,4032,1901,0.19645650020615,0.129959292253294,0.186476760129608
AT1G03290,-,Chr1:807361-810868,807361,810868,3508,2194,0.0630554921938463,0.69203750058948,0.752615711195836
AT1G03300,-,Chr1:811033-813086,811033,813086,2054,2013,0.259137582697686,0.327038589045675,0.407667764233683
AT1G03310,-,Chr1:813471-816749,813471,816749,3279,2955,-2.04203375844732,9.18725696477741e-46,5.04296886848418e-44
AT1G03330,-,Chr1:817983-819563,817983,819563,1581,726,0.470091582912595,0.00477800602162866,0.00984292062729234
AT1G03340,-,Chr1:819662-821317,819662,821317,1656,1298,-1.06233267602166,0.0119403397283814,0.0225816782042077
AT1G03350,-,Chr1:822638-824393,822638,824393,1756,1756,-0.325922734132388,0.0079274201632718,0.0156309393663971
AT1G03360,-,Chr1:824537-826358,824537,826358,1822,1264,-1.07417391820497,1.46337114307119e-06,5.39318512423022e-06
AT1G03365,-,Chr1:826569-830383,826569,830383,3815,2836,0.202433858998478,0.300876105030204,0.380432065232243
AT1G03370,-,Chr1:830627-835361,830627,835361,4735,3769,0.887890446048176,1.54025657081023e-10,8.9711278211114e-10
AT1G03380,-,Chr1:835785-840940,835785,840940,5156,3732,0.603714784818066,7.79468692177865e-07,2.97812611054838e-06
AT1G03400,-,Chr1:842747-844190,842747,844190,1444,1236,0.841494672702406,1.37219008900259e-09,7.23816286318953e-09
AT1G03410,-,Chr1:844436-847683,844436,847683,3248,2652,0.386202820180611,0.00972390409451875,0.0187721196598223
AT1G03430,-,Chr1:847873-849500,847873,849500,1628,1025,0.253121827797774,0.301543084383395,0.381142378795675
AT1G03440,-,Chr1:852366-854032,852366,854032,1667,1667,-0.0326367243142675,0.83359026923616,0.871861467294227
AT1G03457,-,Chr1:860788-864125,860788,864125,3338,1744,1.85027268549358,6.78783327527641e-25,1.1395255972971e-23
AT1G03470,-,Chr1:865915-867733,865915,867733,1819,1247,0.249399158728429,0.221760305548479,0.294606980176395
AT1G03475,-,Chr1:869051-871211,869051,871211,2161,1448,0.111222034582697,0.344665354724919,0.425667705426275
AT1G03495,-,Chr1:873184-874935,873184,874935,1752,1752,-1.19145256209292,1.96212680661393e-11,1.23495361275208e-10
AT1G03502,-,Chr1:875358-875471,875358,875471,114,114,3.58906850006812,1.39708925703618e-11,8.90773488277135e-11
AT1G03506,-,Chr1:875518-875604,875518,875604,87,87,1.95804321216677,1.35655175423705e-05,4.35221014457136e-05
AT1G03520,-,Chr1:877862-880158,877862,880158,2297,2035,-0.0940211200695183,0.619507828331665,0.690952823249787
AT1G03530,-,Chr1:880496-883391,880496,883391,2896,2601,-0.598486357577329,0.00225546019107557,0.00497690411757131
AT1G03545,AT1G03550,Chr1:885941-887906,885941,887906,1966,1223,0.876245847074877,7.54789642767316e-06,2.53189992390503e-05
AT1G03550,AT1G03545,Chr1:885623-887956,885623,887956,2334,1258,0.766768044072646,3.23844627971219e-05,9.80792775634619e-05
AT1G03560,-,Chr1:890156-892410,890156,892410,2255,2255,0.18107202448775,0.496243815254134,0.576881046689346
AT1G03580,-,Chr1:892847-894052,892847,894052,1206,1206,3.03324135602825,1.65564957400064e-26,3.03854471970088e-25
AT1G03590,-,Chr1:894254-897518,894254,897518,3265,2003,0.640524450065064,6.67418165960344e-06,2.25342267627319e-05
AT1G03600,-,Chr1:898876-899655,898876,899655,780,780,-0.0319795555789988,0.786381042004415,0.833060775183811
AT1G03610,-,Chr1:900887-903003,900887,903003,2117,1675,1.90324493140921,1.01492373232683e-54,8.31870067301732e-53
AT1G03620,-,Chr1:904319-906186,904319,906186,1868,860,1.40145313561267,0.000104401009359613,0.000293242345098469
AT1G03630,-,Chr1:907642-909376,907642,909376,1735,1394,-1.80629304235897,3.30038339812571e-47,1.92228761651605e-45
AT1G03650,-,Chr1:910023-911193,910023,911193,1171,793,1.51794880452789,6.181779974674e-08,2.71722306384967e-07
AT1G03660,-,Chr1:911436-911759,911436,911759,324,324,1.7777078289473,0.00590017849032185,0.0119360993046337
AT1G03680,-,Chr1:916819-918064,916819,918064,1246,910,-0.288328863781818,0.017362232342994,0.0316859413944931
AT1G03687,-,Chr1:918299-920507,918299,920507,2209,1447,0.180875560510605,0.391199006152043,0.473774415287985
AT1G03730,-,Chr1:930828-931895,930828,931895,1068,1068,0.274742714950344,0.299038654692503,0.378505079386486
AT1G03740,-,Chr1:933512-937043,933512,937043,3532,3099,1.04155137222582,1.68726646470332e-08,7.92407175048899e-08
AT1G03750,AT1G03760,Chr1:937920-941162,937920,941162,3243,2683,0.57328912299258,0.0314426656042847,0.0536807205236582
AT1G03760,AT1G03750,Chr1:941062-943377,941062,943377,2316,1382,0.797488091826275,1.52505782168763e-05,4.85158015139616e-05
AT1G03770,-,Chr1:944572-947483,944572,947483,2912,1659,0.0922159463435567,0.827936628035141,0.867544633552875
AT1G03820,-,Chr1:959869-960728,959869,960728,860,860,-1.68129434890379,0.047922821134623,0.0781485399741233
AT1G03850,-,Chr1:976097-977761,976097,977761,1665,1065,1.93017265584591,2.08561989461361e-18,2.27721029361248e-17
AT1G03860,-,Chr1:979308-981885,979308,981885,2578,1572,-0.489536526380023,1.2344841779943e-05,3.99168982509617e-05
AT1G03870,-,Chr1:982506-983540,982506,983540,1035,1035,1.9453361113443,2.37531718575748e-44,1.18204657974756e-42
AT1G03900,-,Chr1:991139-993118,991139,993118,1980,1198,0.856391871827275,5.82205997895224e-14,4.5712212822824e-13
AT1G03905,-,Chr1:993400-995784,993400,995784,2385,1141,-0.456293092955665,0.199178081025859,0.269227054675204
AT1G03910,-,Chr1:996115-1000437,996115,1000437,4323,2466,0.533383775564793,2.90489393156787e-05,8.87839107078312e-05
AT1G03930,-,Chr1:1004769-1008370,1004769,1008370,3602,2338,0.0951945269685757,0.497878475319393,0.578447226087838
AT1G03935,-,Chr1:1008810-1008896,1008810,1008896,87,87,1.08397830186608,0.000638190199316235,0.00156134214889442
AT1G03940,-,Chr1:1009542-1011056,1009542,1011056,1515,1515,-1.698511864196,2.556505310582e-18,2.76964935382071e-17
AT1G03950,-,Chr1:1011172-1013365,1011172,1013365,2194,1002,0.320590436365596,0.0989464108034095,0.147430721830465
AT1G03960,-,Chr1:1013715-1017929,1013715,1017929,4215,2483,-0.589096782719442,0.0159825520413712,0.029364838997606
AT1G03970,AT1G03980,Chr1:1018100-1019247,1018100,1019247,1148,1148,0.628156399431171,2.12505815395573e-05,6.62421328527864e-05
AT1G03980,AT1G03970,Chr1:1018570-1022108,1018570,1022108,3539,2337,0.565421173440244,0.00308710464867428,0.0066247854052939
AT1G03990,-,Chr1:1024847-1027616,1024847,1027616,2770,2277,-1.65618809230827,1.18447534509058e-05,3.84095710722715e-05
AT1G04000,-,Chr1:1028106-1029119,1028106,1029119,1014,1014,-1.8589343519051,4.8575203941618e-16,4.45063856448391e-15
AT1G04010,-,Chr1:1031200-1036237,1031200,1036237,5038,2399,-0.488249620790982,0.0414615384045316,0.0688390748542333
AT1G04020,-,Chr1:1036537-1040224,1036537,1040224,3688,2401,-1.81988915270334,4.40646200896238e-07,1.73142413948686e-06
AT1G04030,AT1G04040,Chr1:1040383-1042892,1040383,1042892,2510,1846,0.868266797962339,1.55807285818954e-08,7.34016430513533e-08
